id,name,status,state,city,postal_code,full_address,phone,latitude,longitude,official_url,services,audiology,map_url,coordinate_source
toowoomba,Bailey Nelson Toowoomba,Active,QLD,Toowoomba,4350,"Cnr Margaret and Dent Street, Toowoomba, QLD, 4350",+61775208218,-27.5614002,151.9494249,https://baileynelson.com.au/pages/optometrist-toowoomba,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+Toowoomba/@-27.5614002,151.9494249,15z/data=!4m6!3m5!1s0x6b965c68fe8f8435:0x491292664826260e!8m2!3d-27.5614002!4d151.9494249!16s%2Fg%2F11cmxlc1fk?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD",Official Google Maps link
mt-gravatt,Bailey Nelson Mt Gravatt - NEW LOCATION,Active,QLD,Upper Mount Gravatt,4122,"Kessels Rd, Upper Mount Gravatt, QLD, 4122",+61737093762,-27.5637584,153.0848465,https://baileynelson.com.au/pages/optometrist-mt-gravatt,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+Mt+Gravatt/@-27.5637584,153.0848465,15z/data=!4m6!3m5!1s0x6b91458eaaa5f1cf:0x838c72add79cc2bd!8m2!3d-27.5637584!4d153.0848465!16s%2Fg%2F11hxxzrzrt?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD",Official Google Maps link
adelaide-arcade,Bailey Nelson Adelaide Arcade,Active,SA,Adelaide,5000,"111-117 Rundle Mall, Adelaide Arcade, Adelaide, SA, 5000",+61870951011,-34.9230131,138.601695,https://baileynelson.com.au/pages/optometrist-adelaide-arcade,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+Rundle+Mall/@-34.9230131,138.601695,15z/data=!4m6!3m5!1s0x6ab0ced390fdf409:0x85cf954bcaed7dce!8m2!3d-34.9230131!4d138.601695!16s%2Fg%2F11crzx6z0g?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNy4wKgBIAVAD",Official Google Maps link
norwood,Bailey Nelson Norwood,Active,SA,Norwood,5067,"152 The Parade, Norwood, SA, 5067",+61870951012,-34.9214469,138.6347078,https://baileynelson.com.au/pages/optometrist-norwood,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+Norwood/@-34.9214469,138.6347078,15z/data=!4m6!3m5!1s0x6ab0c9ea65c2b143:0x4ffdf0b4f62b58!8m2!3d-34.9214469!4d138.6347078!16s%2Fg%2F11sx1sw58t?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNy4wKgBIAVAD",Official Google Maps link
marion,Bailey Nelson Marion,Active,SA,Oaklands Park,5046,"297 Diagonal Road, Oaklands Park, SA, 5046",+61870951019,-35.0164765,138.5461336,https://baileynelson.com.au/pages/optometrist-marion,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+Marion/@-35.0164765,138.5461336,15z/data=!4m6!3m5!1s0x6ab0da6ec9445d07:0xbfa564375f30f3b3!8m2!3d-35.0164765!4d138.5461336!16s%2Fg%2F11g9w33qyr?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNy4wKgBIAVAD",Official Google Maps link
port-adelaide,Bailey Nelson Port Adelaide,Active,SA,Port Adelaide,5015,"200-220 Commercial Road, Port Adelaide, SA, 5015",+61870951010,-34.8484914,138.5055049,https://baileynelson.com.au/pages/optometrist-port-adelaide,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+Port+Adelaide/@-34.8484914,138.5055049,15z/data=!4m6!3m5!1s0x6ab0c75a19385df5:0xfe766d527a82c81b!8m2!3d-34.8484914!4d138.5055049!16s%2Fg%2F11t03dfn0v?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNy4wKgBIAVAD",Official Google Maps link
hobart,Bailey Nelson Hobart,Active,TAS,Hobart,7000,"35 Murray Street, Hobart, TAS, 7000",+61361640371,-42.8833754,147.3275438,https://baileynelson.com.au/pages/optometrist-hobart,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+Hobart/@-42.8833754,147.3275438,15z/data=!4m6!3m5!1s0xaa6e75850e5cb2f7:0xc35f5a87759677c!8m2!3d-42.8833754!4d147.3275438!16s%2Fg%2F11f1300tqb?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNy4wKgBIAVAD",Official Google Maps link
hobart-eastlands,Bailey Nelson Hobart Eastlands,Active,TAS,"Rosny Park,",7018,"26 Bligh Street, Rosny Park,, TAS, 7018",+61361640370,-42.8658356,147.3684373,https://baileynelson.com.au/pages/optometrist-hobart-eastlands,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+Hobart+Eastlands/@-42.8658356,147.3684373,15z/data=!4m6!3m5!1s0xaa6ddf36ace8ef71:0x2d40b52a93366d63!8m2!3d-42.8658356!4d147.3684373!16s%2Fg%2F11s8y__23z?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNy4wKgBIAVAD",Official Google Maps link
berwick,"Bailey Nelson Berwick, Melbourne",Active,VIC,Berwick,3806,"49 High Street, Berwick, VIC, 3806",+61399679894,-38.0309824,145.3465211,https://baileynelson.com.au/pages/optometrist-berwick,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Berwick/@-38.0309824,145.3439462,17z/data=!3m1!4b1!4m6!3m5!1s0x6ad61926500afaa7:0xaaf5472a15795792!8m2!3d-38.0309824!4d145.3465211!16s%2Fg%2F11y_3p15kn?entry=tts&g_ep=EgoyMDI2MDMwOS4wIPu8ASoASAFQAw%3D%3D&skid=8a57c82f-1f05-41eb-af4e-9ae8ea438e3f",Official Google Maps link
brighton,Bailey Nelson Brighton,Active,VIC,Brighton,3186,"36 Church Street, Brighton, VIC, 3186",+61370327719,-37.9132674,144.9932944,https://baileynelson.com.au/pages/optometrist-brighton,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+Brighton/@-37.9132674,144.9932944,17z/data=!3m1!4b1!4m6!3m5!1s0x6ad66991bae6252d:0x2756f9bd6b8e7024!8m2!3d-37.9132674!4d144.9932944!16s%2Fg%2F11wq4svr2n?entry=tts&g_ep=EgoyMDI1MDEwMi4wIPu8ASoASAFQAw%3D%3D",Official Google Maps link
brunswick,Bailey Nelson Brunswick,Active,VIC,Brunswick,3056,"112 Sydney Road, Brunswick, VIC, 3056",+61 3 9967 9893,-37.7752852,144.960892,https://baileynelson.com.au/pages/optometrist-brunswick,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/112+Sydney+Rd,+Brunswick+VIC+3056,+Australia/@-37.775302,144.9607629,16z/data=!4m6!3m5!1s0x6ad65ccab3ef035b:0x671dbd96427e3f6b!8m2!3d-37.7752852!4d144.960892!16s%2Fg%2F11rp37pxnj?entry=tts&g_ep=EgoyMDI1MDcwOS4wIPu8ASoASAFQAw%3D%3D&skid=d9113707-3027-4b0f-b0ac-4b3f7818d7d3",Official Google Maps link
camberwell,Bailey Nelson Camberwell,Active,VIC,Camberwell,3124,"562 Burke Road, Camberwell, VIC, 3124",+61370327718,-37.8311297,145.0568745,https://baileynelson.com.au/pages/optometrist-camberwell,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+Camberwell/@-37.8311297,145.0568745,15z/data=!4m6!3m5!1s0x6ad641846f864db1:0xa8d2316d2a016bc9!8m2!3d-37.8311297!4d145.0568745!16s%2Fg%2F11clysw0xj?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNC4wKgBIAVAD",Official Google Maps link
chadstone,Bailey Nelson Chadstone,Active,VIC,Chadstone,3148,"1341 Dandenong Road, Chadstone, VIC, 3148",+61370327710,-37.8869675,145.0821596,https://baileynelson.com.au/pages/optometrist-chadstone,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+Chadstone/@-37.8869675,145.0821596,15z/data=!4m6!3m5!1s0x6ad66a65bca0182b:0x1ba159d6f8e5f329!8m2!3d-37.8869675!4d145.0821596!16s%2Fg%2F11b6zv0bb8?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNC4wKgBIAVAD",Official Google Maps link
southland,Bailey Nelson Southland,Active,VIC,Cheltenham,3192,"1239 Nepean Highway, Cheltenham, VIC, 3192",+61399679896,-37.9579655,145.0538192,https://baileynelson.com.au/pages/optometrist-southland,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Southland/@-37.9579655,145.0538192,15z/data=!4m6!3m5!1s0x6ad66c213d00d91f:0x347f10ef34bf5a99!8m2!3d-37.9579655!4d145.0538192!16s%2Fg%2F11gf5jl2_3?coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNC4wKgBIAVAD",Official Google Maps link
doncaster,Bailey Nelson Doncaster,Active,VIC,Doncaster,3108,"Doncaster Rd & Williamsons Rd, Doncaster, VIC, 3108",+61399679899,-37.78573,145.1254825,https://baileynelson.com.au/pages/optometrist-doncaster,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+Doncaster/@-37.78573,145.1254825,15z/data=!4m6!3m5!1s0x6ad6476f3700f64d:0x94a9f44175d5a96!8m2!3d-37.78573!4d145.1254825!16s%2Fg%2F11f0qfqp2r?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNC4wKgBIAVAD",Official Google Maps link
fitzroy,Bailey Nelson Fitzroy,Active,VIC,Fitzroy,3065,"161 Gertrude Street, Fitzroy, VIC, 3065",+61399679890,-37.8058309,144.979956,https://baileynelson.com.au/pages/optometrist-fitzroy,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+Fitzroy/@-37.8058309,144.979956,15z/data=!4m6!3m5!1s0x6ad642dc4ee08d31:0x6089aebaefdc7bc0!8m2!3d-37.8058309!4d144.979956!16s%2Fg%2F11fy4f8_5t?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNC4wKgBIAVAD",Official Google Maps link
bayside-frankston,Bailey Nelson Frankston,Active,VIC,Frankston,3199,"28 Beach Street, Frankston, VIC, 3199",+61399679897,-38.1403059,145.1249159,https://baileynelson.com.au/pages/optometrist-bayside-frankston,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+Frankston/@-38.1403059,145.1249159,15z/data=!4m6!3m5!1s0x6ad675826d04ad71:0xf09e753f91411e54!8m2!3d-38.1403059!4d145.1249159!16s%2Fg%2F11q4dkk7qw?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNC4wKgBIAVAD",Official Google Maps link
glen-waverley,Bailey Nelson Glen Waverley,Active,VIC,Glen Waverley,3150,"235 Springvale Rd, Glen Waverley, VIC, 3150",+61370327715,-37.8763093,145.1652131,https://baileynelson.com.au/pages/optometrist-glen-waverley,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+The+Glen/@-37.8763093,145.1652131,15z/data=!4m6!3m5!1s0x6ad63fb24bf93ffb:0x26aef12573fdaf50!8m2!3d-37.8763093!4d145.1652131!16s%2Fg%2F11fm4zmn4d?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNC4wKgBIAVAD",Official Google Maps link
malvern,Bailey Nelson Malvern,Active,VIC,Malvern,3144,"109 Glenferrie Road, Malvern, VIC, 3144",+61370327713,-37.862122,145.028151,https://baileynelson.com.au/pages/optometrist-malvern,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+Malvern/@-37.862122,145.028151,15z/data=!4m6!3m5!1s0x6ad66963d8877257:0x8a6661362b540f11!8m2!3d-37.862122!4d145.028151!16s%2Fg%2F11rdc87jp_?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNC4wKgBIAVAD",Official Google Maps link
highpoint,Bailey Nelson Highpoint,Active,VIC,Maribyrnong,3032,"120-200 Rosamond Rd, Maribyrnong, VIC, 3032",+61399679898,-37.7731817,144.8887561,https://baileynelson.com.au/pages/optometrist-highpoint,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+Highpoint/@-37.7731817,144.8887561,15z/data=!4m6!3m5!1s0x6ad65d6a48804fa9:0x8100a7a82e65ed22!8m2!3d-37.7731817!4d144.8887561!16s%2Fg%2F11g1n_rwhh?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNC4wKgBIAVAD",Official Google Maps link
flinders-lane-melbourne,Bailey Nelson Flinders Lane,Active,VIC,Melbourne,3000,"239 Flinders Lane, Melbourne, VIC, 3000",+61399679892,-37.816811,144.966426,https://baileynelson.com.au/pages/optometrist-flinders-lane-melbourne,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+Flinders+Lane/@-37.816811,144.966426,15z/data=!4m6!3m5!1s0x6ad642b42688876f:0x436f0eb312fcafa4!8m2!3d-37.816811!4d144.966426!16s%2Fg%2F11c5bhc6mj?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNC4wKgBIAVAD",Official Google Maps link
melbourne-cbd,Bailey Nelson Melbourne Central,Active,VIC,Melbourne,3000,"211 La Trobe St, Melbourne, VIC, 3000",+61370327714,-37.8113788,144.9634657,https://baileynelson.com.au/pages/optometrist-melbourne-cbd,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+Melbourne+Central/@-37.8113788,144.9634657,15z/data=!4m6!3m5!1s0x6ad642caf177ee0d:0xd668fceedd68f425!8m2!3d-37.8113788!4d144.9634657!16s%2Fg%2F1q62l7bph?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNC4wKgBIAVAD",Official Google Maps link
moonee-ponds,Bailey Nelson Moonee Ponds,Active,VIC,Moonee Ponds,3039,"38 Puckle Street, Moonee Ponds, VIC, 3039",,-37.7668114,144.9234451,https://baileynelson.com.au/pages/optometrist-moonee-ponds,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,https://nominatim.openstreetmap.org/search?format=jsonv2&countrycodes=au&limit=1&q=38+Puckle+Street%2C+Moonee+Ponds%2C+VIC%2C+3039,OpenStreetMap Nominatim address fallback
mornington,Bailey Nelson Mornington,Active,VIC,Mornington,3931,"170 Main St, Mornington, VIC, 3931",+61399625523,-38.2212485,145.0400858,https://baileynelson.com.au/pages/optometrist-mornington,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,https://nominatim.openstreetmap.org/search?format=jsonv2&countrycodes=au&limit=1&q=170+Main+St%2C+Mornington%2C+VIC%2C+3931,OpenStreetMap Nominatim address fallback
geelong,Bailey Nelson Geelong,Active,VIC,Newtown,3220,"331 Pakington St, Newtown, VIC, 3220",+61 3 5212 9059,-38.1565918,144.3450903,https://baileynelson.com.au/pages/optometrist-geelong,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+Geelong/@-38.1565918,144.3450903,17z/data=!3m1!4b1!4m6!3m5!1s0x6ad4131492fdd287:0xc4e816c6ef6c7739!8m2!3d-38.1565918!4d144.3450903!16s%2Fg%2F11lzd7kvp7?entry=tts&g_ep=EgoyMDI2MDIwNC4wIPu8ASoASAFQAw%3D%3D&skid=0e8a8df4-3a28-4960-af62-b093db8e3968",Official Google Maps link
northland,Bailey Nelson Northland,Active,VIC,Preston,3072,"2-50 Murray Road, Preston, VIC, 3072",+61399679895,-37.7378097,145.0307983,https://baileynelson.com.au/pages/optometrist-northland,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+Northland/@-37.7378097,145.0307983,15z/data=!4m6!3m5!1s0x6ad645003f13256b:0x53ffa8c29fb7610a!8m2!3d-37.7378097!4d145.0307983!16s%2Fg%2F11pzyp8lkc?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNC4wKgBIAVAD",Official Google Maps link
richmond,Bailey Nelson Richmond,Active,VIC,Richmond,3121,"224 Swan Street, Richmond, VIC, 3121",+61370327716,-37.8258213,144.9970926,https://baileynelson.com.au/pages/optometrist-richmond,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/224+Swan+St,+Cremorne+VIC+3121,+Australia/@-37.8258213,144.9945177,17z/data=!4m6!3m5!1s0x6ad6428ce2c3c563:0xb91c64f85ec1637e!8m2!3d-37.8258213!4d144.9970926!16s%2Fg%2F11bw3y4p1f?entry=tts&g_ep=EgoyMDI2MDEwNy4wIPu8ASoASAFQAw%3D%3D&skid=d512f973-8888-4c35-b306-957fe295b840",Official Google Maps link
eastland-shopping-centre,Bailey Nelson Eastland - New Location,Active,VIC,Ringwood,3134,"171 - 175 Maroondah Highway, Ringwood, VIC, 3134",+61370327717,-37.8139631,145.2295468,https://baileynelson.com.au/pages/optometrist-eastland-shopping-centre,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+Eastland/@-37.8139631,145.2295468,15z/data=!4m6!3m5!1s0x6ad63bd4286bc85d:0xc96cb5810dd1be14!8m2!3d-37.8139631!4d145.2295468!16s%2Fg%2F11bxgbln4d?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNC4wKgBIAVAD",Official Google Maps link
chapel-st-melbourne,Bailey Nelson South Yarra,Active,VIC,South Yarra,3141,"401 Chapel Street, South Yarra, VIC, 3141",+61370327712,-37.845319,144.994222,https://baileynelson.com.au/pages/optometrist-chapel-st-melbourne,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+South+Yarra/@-37.845319,144.994222,15z/data=!4m6!3m5!1s0x6ad668262021a18b:0xb9b09f4e26fc2e33!8m2!3d-37.845319!4d144.994222!16s%2Fg%2F1q5bmln7k?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNC4wKgBIAVAD",Official Google Maps link
st-kilda,Bailey Nelson St Kilda,Active,VIC,St Kilda,3182,"115 Acland Street, St Kilda, VIC, 3182",+61399625522,-37.8684047,144.9793538,https://baileynelson.com.au/pages/optometrist-st-kilda,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,https://nominatim.openstreetmap.org/search?format=jsonv2&countrycodes=au&limit=1&q=115+Acland+Street%2C+St+Kilda%2C+VIC%2C+3182,OpenStreetMap Nominatim address fallback
williamstown,Bailey Nelson Williamstown,Active,VIC,Williamstown,3016,"7/8-18 Ferguson Street, Williamstown, VIC, 3016",+61399679891,-37.8591061,144.9012027,https://baileynelson.com.au/pages/optometrist-williamstown,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+Williamstown/@-37.8591061,144.9012027,15z/data=!4m6!3m5!1s0x6ad667832a8e9c2f:0xcb97f8f0102cf57e!8m2!3d-37.8591061!4d144.9012027!16s%2Fg%2F11t2qdzd15?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNC4wKgBIAVAD",Official Google Maps link
booragoon,Bailey Nelson Booragoon,Active,WA,Booragoon,6154,"125 Riseley Street, Booragoon, WA, 6154",+61861499475,-32.0338008,115.8356508,https://baileynelson.com.au/pages/optometrist-booragoon,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist/@-32.0338008,115.8356508,15z/data=!4m6!3m5!1s0x2a32a3b382969703:0x57c67c904a166e37!8m2!3d-32.0338008!4d115.8356508!16s%2Fg%2F11rsh0_c1j?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD",Official Google Maps link
carousel,Bailey Nelson Carousel - NEW LOCATION,Active,WA,Cannington,6107,"1382 Albany Hwy, Cannington, WA, 6107",+61861499476,-32.0195395,115.9371842,https://baileynelson.com.au/pages/optometrist-carousel,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+Carousel/@-32.0195395,115.9371842,15z/data=!4m6!3m5!1s0x2a32bd207d07a1fb:0xd3068636e03b19ce!8m2!3d-32.0195395!4d115.9371842!16s%2Fg%2F11q2tc33tm?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD",Official Google Maps link
claremont,Bailey Nelson Claremont,Active,WA,Claremont,6010,"9 Bayview Terrace, Claremont, WA, 6010",+61861499477,-31.9822368,115.7795913,https://baileynelson.com.au/pages/optometrist-claremont,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist+-+Claremont/@-31.9822368,115.7795913,15z/data=!4m6!3m5!1s0x2a32a4379565d683:0xf49145da5c397a0d!8m2!3d-31.9822368!4d115.7795913!16s%2Fg%2F11f1vmg_ds?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD",Official Google Maps link
fremantle,Bailey Nelson Fremantle,Active,WA,Fremantle,6160,"71 Market Street, Fremantle, WA, 6160",+61861499474,-32.0549593,115.7464942,https://baileynelson.com.au/pages/optometrist-fremantle,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,"https://www.google.com/maps/place/Bailey+Nelson+Optometrist/@-32.0549593,115.7464942,15z/data=!4m6!3m5!1s0x2a32a17ab00c0001:0x9476ac21913baf27!8m2!3d-32.0549593!4d115.7464942!16s%2Fg%2F11f2wfdcq_?sa=X&ved=1t:2428&ictx=111&coh=219816&entry=tts&g_ep=EgoyMDI0MDgwNS4wKgBIAVAD",Official Google Maps link
