name,id,country,state,city,postal_code,full_address,phone,latitude,longitude,official_url,services,audiology,status
Forest Hill Chase,102,Australia,VIC,Forest Hill,3131,"T110, Forest Hill Chase Shopping Centre, 270 Canterbury Road, Forest Hill VIC 3131",(03) 8806 3988,-37.835623752898,145.16446754005,https://www.oscarwylee.com.au/locations/locations/optometrist-forest-hill.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Frankston Bayside Centre,150,Australia,VIC,Frankston,3199,"Bayside Centre Shop 190, 28 Beach Street Frankston VIC 3199",(03) 7042 9005,-38.139786812789,145.12483174867,https://www.oscarwylee.com.au/locations/locations/optometrist-frankston.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Westfield Geelong,50,Australia,VIC,Geelong,3220,"Shop 109, Westfield Geelong 95-97 Malop St Geelong VIC 3220 Australia",(03) 5200 7841,-38.146928,144.36279,https://www.oscarwylee.com.au/locations/locations/optometrist-geelong.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
The Glen,147,Australia,VIC,Glen Waverley,3150,"G-030 The Glen 235 Springvale Rd Glen Waverley, VIC 3150",(03) 7035 3821,-37.875669840346,145.1649591,https://www.oscarwylee.com.au/locations/locations/optometrist-glen-waverley.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Greensborough Plaza,140,Australia,VIC,Greensborough,3088,"Greensborough Plaza, Shop L02 205, 25 Main St Greensborough VIC 3088",(03) 9424 5896,-37.702582949445,145.10288460675,https://www.oscarwylee.com.au/locations/locations/optometrist-greensborough.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Highpoint Shopping Centre,11,Australia,VIC,Highpoint Shopping Centre Maribyrnong,3032,"Shop 3126 Highpoint Shopping Centre Maribyrnong, VIC 3032, Australia",(03) 9943 9776,-37.7731081,144.8865198,https://www.oscarwylee.com.au/locations/locations/optometrist-highpoint.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Melbourne Central,6,Australia,VIC,Melbourne,3000,"Melbourne Central Shopping Centre Ground Level, Shop GD25, 211 La Trobe Street, Melbourne VIC 3000",(03) 9913 6848,-37.811243,144.9609448,https://www.oscarwylee.com.au/locations/locations/optometrist-melbourne-central.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Melton Woodgrove,119,Australia,VIC,Melton,3337,"Shop T088, Woodgrove Shopping Centre, 533-555 High Street, Melton Victoria 3337",(03) 8716 6273,-37.685797609461,144.56401561313,https://www.oscarwylee.com.au/locations/locations/optometrist-melton.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Mildura Central,126,Australia,VIC,Mildura,3500,"Shop G039, Mildura Central, Cnr Deakin Ave and 15th Street, Mildura VIC 3500",(03) 5008 4249,-34.20692932678,142.13868016142,https://www.oscarwylee.com.au/locations/locations/optometrist-mildura.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Plenty Valley,107,Australia,VIC,Mill Park,3082,"Level 1, Shop 36, 415 McDonalds Rd, Mill Park VIC 3082",(03) 9424 9404,-37.651391748891,145.07207939782,https://www.oscarwylee.com.au/locations/locations/optometrist-plenty-valley.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Moonee Ponds,64,Australia,VIC,Moonee Ponds,3039,"Shop 79, Moonee Ponds Central 14-16 Hall Street Moonee Ponds, VIC, 3039",(03) 8528 6288,-37.76473,144.921924,https://www.oscarwylee.com.au/locations/locations/optometrist-moonee-ponds.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Mornington Central,95,Australia,VIC,Mornington,3931,"Shop 024, Mornington Central, 78 Barkly Street, Mornington VIC 3931",(03) 5902 2560,-38.218642396469,145.03994658424,https://www.oscarwylee.com.au/locations/locations/optometrist-mornington.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Westfield Fountain Gate,31,Australia,VIC,Narre Warren,3805,"Shop 1138, Westfield Fountain Gate 352 Princes Highway, Narre Warren VIC 3805",03 8751 3773,-38.0175981,145.3000419,https://www.oscarwylee.com.au/locations/locations/optometrist-fountain-gate.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Northland Shopping Centre,26,Australia,VIC,Preston,3072,"Shop E001A Northland Shopping Centre 2-50 Murray Road Preston, VIC, 3072",(03) 9943 2468,-37.7386508,145.0276889,https://www.oscarwylee.com.au/locations/locations/optometrist-northland.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Victoria Gardens,89,Australia,VIC,Richmond,3121,"SP 020, Victoria Gardens Shopping Centre, 620 Victoria St, Richmond VIC 3121",(03) 7012 1807,-37.813394768248,145.01057581349,https://www.oscarwylee.com.au/locations/locations/optometrist-victoria-gardens.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Eastland Shopping Centre,45,Australia,VIC,Ringwood,3134,"Shop 1076, Eastland Shopping Centre, 175 Maroondah Hwy Ringwood VIC 3134, Australia",(03) 8839 6192,-37.8121755,145.2269951,https://www.oscarwylee.com.au/locations/locations/optometrist-eastland.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Shepparton Marketplace,116,Australia,VIC,Shepparton,3630,"Shop 14, Shepparton Marketplace, 110 Benalla Rd, Shepparton VIC 3630",(03) 4800 3134,-36.386990336367,145.42418022289,https://www.oscarwylee.com.au/locations/locations/optometrist-shepparton.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Chapel St,15,Australia,VIC,South Yarra,3141,"393 Chapel St, South Yarra VIC 3141",03 8596 2541,-37.8454847,144.9919943,https://www.oscarwylee.com.au/locations/locations/optometrist-chapel-st.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Watergardens,92,Australia,VIC,Taylors Lakes,3038,"T20 Watergardens Shopping Centre, 399 Melton Hwy, Taylors Lakes VIC 3038",(03) 8315 9284,-37.697938852538,144.77595054877,https://www.oscarwylee.com.au/locations/locations/optometrist-watergardens.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Traralgon,103,Australia,VIC,Traralgon,3844,"61 Franklin Street, Traralgon VIC 3844",(03) 5114 2464,-38.196708199226,146.53765022657,https://www.oscarwylee.com.au/locations/locations/optometrist-traralgon.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Westfield Knox,30,Australia,VIC,Wantirna South,3152,"Shop 1030, Westfield Knox, 425 Burwood Hwy, Wantirna South VIC 3152",(03) 8806 2601,-37.8686142,145.2373681,https://www.oscarwylee.com.au/locations/locations/optometrist-knox.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Pacific Werribee,22,Australia,VIC,Werribee,3030,"Shop 167, Pacific Werribee Derrimut Rd & Heaths Rd, Werribee VIC 3030",03 8763 0234,-37.8759487,144.6781193,https://www.oscarwylee.com.au/locations/locations/optometrist-werribee.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Westfield Booragoon,71,Australia,WA,Booragoon,6154,"T17, Westfield Booragoon, 125 Riseley St, Booragoon WA 6154",(08) 6249 7150,-32.0339921,115.8333253,https://www.oscarwylee.com.au/locations/locations/optometrist-booragoon.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Westfield Carousel,61,Australia,WA,Cannington,6107,"Shop 1131, Westfield Carousel 1382 Albany Hwy Cannington WA 6107",08 6249 4721,-32.01862,115.938,https://www.oscarwylee.com.au/locations/locations/optometrist-carousel.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Claremont Quarter,118,Australia,WA,Claremont,6010,"133B, Claremont Quarter, 9 Bay View Terrace, Claremont WA 6010",(08) 6237 1814,-31.981090151128,115.7795913,https://www.oscarwylee.com.au/locations/locations/optometrist-claremont.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Westfield Innaloo,149,Australia,WA,Ellen Stirling Blvd Innaloo,6018,"Westfield Innaloo, Shop 1-1067/8, Ellen Stirling Blvd Innaloo, WA 6018",(08) 6186 2337,-31.900849402226,115.79980644498,https://www.oscarwylee.com.au/locations/locations/optometrist-innaloo.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Ellenbrook Central,148,Australia,WA,Ellenbrook,6069,"Ellenbrook Central Shop G-043, 11 Main Street Ellenbrook WA 6069",08 6186 2335,-31.782543914967,115.96946024094,https://www.oscarwylee.com.au/locations/locations/optometrist-ellenbrook.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Westfield Whitford City,111,Australia,WA,Hillarys,6025,"Shop 169, Westfield Whitford City, Cnr Marmion Ave &, Whitfords Ave, Hillarys WA 6025",(08) 6209 5899,-31.796689419765,115.74956589756,https://www.oscarwylee.com.au/locations/locations/optometrist-whitford-city.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Lakeside Joondalup,60,Australia,WA,Joondalup,6027,"Shop T007A, Lakeside Shopping City 420 Joondalup Dr Joondalup, WA 6027",08 6209 7966,-31.743391,115.767502,https://www.oscarwylee.com.au/locations/locations/optometrist-joondalup.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Karrinyup,134,Australia,WA,Karrinyup,6018,"Karrinyup Shopping Centre, Shop SPO284, 200 Karrinyup Rd, Karrinyup WA 6018",(08) 6249 4919,-31.876505088594,115.77607600055,https://www.oscarwylee.com.au/locations/locations/optometrist-karrinyup.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Mandurah Forum,114,Australia,WA,Mandurah,6210,"G-048-Mandurah Forum, 330 Pinjarra Rd, Mandurah WA 6210",(08) 9567 5094,-32.53521168717,115.74235669768,https://www.oscarwylee.com.au/locations/locations/optometrist-mandurah.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Midland Gate,76,Australia,WA,Midland,6056,"T086B, Midland Gate Shopping Centre, 274 Great Eastern Hwy, Midland WA 6056",08 6113 5316,-31.888841,116.010351,https://www.oscarwylee.com.au/locations/locations/optometrist-midland-gate.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Galleria Shopping Centre,77,Australia,WA,Morley,6062,"Shop 1032, Galleria Shopping Centre, Collier Rd & Walter Rd W, Morley, WA, 6062",08 6507 7108,-31.895635,115.899473,https://www.oscarwylee.com.au/locations/locations/optometrist-morley-galleria.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
Rockingham Centre,112,Australia,WA,Rockingham,6168,"Shop G057, Rockingham Centre, 1 Council Ave, Rockingham WA 6168",(08) 9505 8599,-32.288413068596,115.74490308466,https://www.oscarwylee.com.au/locations/locations/optometrist-rockingham.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,Active
