membership_id,place_id,tenant_id,tenant_name,category,anchor_flag,selection_basis,status,source_url,source_type,verified_at,confidence,source_date
key-macquarie-sephora,place-au-nsw-macquarie-centre,tenant-sephora,Sephora,Beauty,false,Named in the current official participating-retailers list,Active,https://www.macquariecentre.com.au/what-s-on/autumn-winter-26/win-your-dream-20k-brand-wardrobe/participating-retailers,Official centre page,2026-09-03,High,2026-09-03
key-green-hills-david-jones,place-au-nsw-stockland-green-hills-shopping-centre,tenant-david-jones,David Jones,Department-store anchor,true,Named as an anchor in the official FY25 leasing fact sheet,Active,https://www.stockland.com.au/globalassets/retail-towncentres/nsw/green-hills/146025_fy25_leasingfactsheets_nsw_greenhills_rgb_1920x1080_mrweb.pdf,Official leasing fact sheet,2026-09-03,Medium,2025-06-30
key-green-hills-coles,place-au-nsw-stockland-green-hills-shopping-centre,tenant-coles,Coles,Supermarket anchor,true,Named as an anchor in the official FY25 leasing fact sheet,Active,https://www.stockland.com.au/globalassets/retail-towncentres/nsw/green-hills/146025_fy25_leasingfactsheets_nsw_greenhills_rgb_1920x1080_mrweb.pdf,Official leasing fact sheet,2026-09-03,Medium,2025-06-30
key-green-hills-mecca,place-au-nsw-stockland-green-hills-shopping-centre,tenant-mecca,MECCA,Beauty,false,Named in the official FY25 leasing fact sheet,Active,https://www.stockland.com.au/globalassets/retail-towncentres/nsw/green-hills/146025_fy25_leasingfactsheets_nsw_greenhills_rgb_1920x1080_mrweb.pdf,Official leasing fact sheet,2026-09-03,Medium,2025-06-30
key-green-hills-h-and-m,place-au-nsw-stockland-green-hills-shopping-centre,tenant-h-and-m,H&M,Contemporary fashion,false,Named in the official FY25 leasing fact sheet,Active,https://www.stockland.com.au/globalassets/retail-towncentres/nsw/green-hills/146025_fy25_leasingfactsheets_nsw_greenhills_rgb_1920x1080_mrweb.pdf,Official leasing fact sheet,2026-09-03,Medium,2025-06-30
key-green-hills-jb-hi-fi,place-au-nsw-stockland-green-hills-shopping-centre,tenant-jb-hi-fi,JB Hi-Fi,Technology,false,Named in the official FY25 leasing fact sheet,Active,https://www.stockland.com.au/globalassets/retail-towncentres/nsw/green-hills/146025_fy25_leasingfactsheets_nsw_greenhills_rgb_1920x1080_mrweb.pdf,Official leasing fact sheet,2026-09-03,Medium,2025-06-30
key-sydney-zara,place-au-nsw-westfield-sydney,tenant-zara,Zara,Contemporary fashion,false,Current official tenant page,Active,https://www.westfield.com.au/sydney/store/4dqFP8SnGgksOS4S2IQOYc/zara,Official tenant page,2026-09-03,High,2026-09-03
key-sydney-gucci,place-au-nsw-westfield-sydney,tenant-gucci,Gucci,Luxury,false,Named in the current official luxury directory,Active,https://www.westfield.com.au/sydney/browse-stores/luxury-and-premium/international-designer,Official centre directory,2026-09-03,High,2026-09-03
key-sydney-aje,place-au-nsw-westfield-sydney,tenant-aje,Aje,Premium fashion,false,Named in the current official clothing directory,Active,https://www.westfield.com.au/sydney/browse-stores/clothing-and-accessories,Official centre directory,2026-09-03,High,2026-09-03
key-sydney-fratelli-fresh,place-au-nsw-westfield-sydney,tenant-fratelli-fresh,Fratelli Fresh,Hospitality,false,Named in the current official food and drink directory,Active,https://www.westfield.com.au/sydney/browse-stores/food-and-drink,Official centre directory,2026-09-03,High,2026-09-03
key-sydney-bed-bath-n-table,place-au-nsw-westfield-sydney,tenant-bed-bath-n-table,Bed Bath N' Table,Design and lifestyle,false,Named in the current official clothing and accessories directory,Active,https://www.westfield.com.au/sydney/browse-stores/clothing-and-accessories,Official centre directory,2026-09-03,High,2026-09-03
key-indooroopilly-myer,place-au-qld-indooroopilly,tenant-myer,Myer,Department-store anchor,true,Named in the March 2026 official centre directory,Active,https://www.indooroopillyshopping.com.au/content/dam/microsites-retail/indooroopilly/documents/centre-directory/Indooroopilly%20Centre%20Directory_MARCH2026%20web.pdf.html,Official centre directory,2026-09-03,High,2026-03-01
key-indooroopilly-coles,place-au-qld-indooroopilly,tenant-coles,Coles,Supermarket anchor,true,Named in the March 2026 official centre directory,Active,https://www.indooroopillyshopping.com.au/content/dam/microsites-retail/indooroopilly/documents/centre-directory/Indooroopilly%20Centre%20Directory_MARCH2026%20web.pdf.html,Official centre directory,2026-09-03,High,2026-03-01
key-indooroopilly-uniqlo,place-au-qld-indooroopilly,tenant-uniqlo,UNIQLO,Contemporary fashion,false,Current official tenant page,Active,https://www.indooroopillyshopping.com.au/stores/uniqlo.html,Official tenant page,2026-09-03,High,2026-09-03
key-indooroopilly-jb-hi-fi,place-au-qld-indooroopilly,tenant-jb-hi-fi,JB Hi-Fi,Technology,false,Named in the March 2026 official centre directory,Active,https://www.indooroopillyshopping.com.au/content/dam/microsites-retail/indooroopilly/documents/centre-directory/Indooroopilly%20Centre%20Directory_MARCH2026%20web.pdf.html,Official centre directory,2026-09-03,High,2026-03-01
key-pacific-fair-myer,place-au-qld-pacific-fair,tenant-myer,Myer,Department-store anchor,true,Current official tenant page,Active,https://www.pacificfair.com.au/stores-services/myer,Official tenant page,2026-09-03,High,2026-09-03
key-pacific-fair-coles,place-au-qld-pacific-fair,tenant-coles,Coles,Supermarket anchor,true,Named as a major store on the current official opening-hours page,Active,https://www.pacificfair.com.au/centre-info/opening-hours,Official centre page,2026-09-03,High,2026-09-03
key-robina-david-jones,place-au-qld-robina-town-centre-dr,tenant-david-jones,David Jones,Department-store anchor,true,Named in the current official centre overview,Active,https://robinatowncentre.qicre.com/centre-information/about-us/,Official centre page,2026-09-03,High,2026-09-03
key-robina-coles,place-au-qld-robina-town-centre-dr,tenant-coles,Coles,Supermarket anchor,true,Named in the current official centre overview,Active,https://robinatowncentre.qicre.com/centre-information/about-us/,Official centre page,2026-09-03,High,2026-09-03
key-robina-h-and-m,place-au-qld-robina-town-centre-dr,tenant-h-and-m,H&M,Contemporary fashion,false,Named in the current official centre overview,Active,https://robinatowncentre.qicre.com/centre-information/about-us/,Official centre page,2026-09-03,High,2026-09-03
key-robina-apple,place-au-qld-robina-town-centre-dr,tenant-apple,Apple Store,Technology,false,Named in the current official centre overview,Active,https://robinatowncentre.qicre.com/centre-information/about-us/,Official centre page,2026-09-03,High,2026-09-03
key-grand-central-myer,place-au-qld-toowoomba-grand-central-shopping-centre,tenant-myer,Myer,Department-store anchor,true,Current official tenant page,Active,https://grandcentralshopping.qicre.com/stores/retail-stores/myer/,Official tenant page,2026-09-03,High,2026-09-03
key-grand-central-coles,place-au-qld-toowoomba-grand-central-shopping-centre,tenant-coles,Coles,Supermarket anchor,true,Current official tenant page,Active,https://grandcentralshopping.qicre.com/stores/retail-stores/coles/,Official tenant page,2026-09-03,High,2026-09-03
key-grand-central-kmart,place-au-qld-toowoomba-grand-central-shopping-centre,tenant-kmart,Kmart,Department-store anchor,true,Current official tenant page,Active,https://grandcentralshopping.qicre.com/stores/retail-stores/kmart/,Official tenant page,2026-09-03,High,2026-09-03
key-eastlands-big-w,place-au-tas-hobart-eastlands,tenant-big-w,BIG W,Department-store anchor,true,Named in the current official store directory,Active,https://www.eastlandssc.com.au/shopping,Official centre directory,2026-09-03,High,2026-09-03
key-eastlands-coles,place-au-tas-hobart-eastlands,tenant-coles,Coles,Supermarket anchor,true,Named in the current official store directory,Active,https://www.eastlandssc.com.au/shopping,Official centre directory,2026-09-03,High,2026-09-03
key-eastlands-cotton-on,place-au-tas-hobart-eastlands,tenant-cotton-on,Cotton On,Contemporary fashion,false,Named in the current official store directory,Active,https://www.eastlandssc.com.au/shopping,Official centre directory,2026-09-03,High,2026-09-03
key-eastlands-lorna-jane,place-au-tas-hobart-eastlands,tenant-lorna-jane,Lorna Jane,Activewear,false,Named in the current official store directory,Active,https://www.eastlandssc.com.au/shopping,Official centre directory,2026-09-03,High,2026-09-03
key-eastlands-jb-hi-fi,place-au-tas-hobart-eastlands,tenant-jb-hi-fi,JB Hi-Fi,Technology,false,Named in the current official store directory,Active,https://www.eastlandssc.com.au/shopping,Official centre directory,2026-09-03,High,2026-09-03
key-eastland-myer,place-au-vic-eastland,tenant-myer,Myer,Department-store anchor,true,Named in the current official centre overview,Active,https://eastland.qicre.com/visit/about-us/,Official centre page,2026-09-03,High,2026-09-03
key-eastland-coles,place-au-vic-eastland,tenant-coles,Coles,Supermarket anchor,true,Named in the current official centre overview,Active,https://eastland.qicre.com/visit/about-us/,Official centre page,2026-09-03,High,2026-09-03
key-eastland-h-and-m,place-au-vic-eastland,tenant-h-and-m,H&M,Contemporary fashion,false,Named in the current official centre overview,Active,https://eastland.qicre.com/visit/about-us/,Official centre page,2026-09-03,High,2026-09-03
key-eastland-uniqlo,place-au-vic-eastland,tenant-uniqlo,UNIQLO,Contemporary fashion,false,Named in the current official centre overview,Active,https://eastland.qicre.com/visit/about-us/,Official centre page,2026-09-03,High,2026-09-03
key-eastland-lego,place-au-vic-eastland,tenant-lego,LEGO Certified Store,Design and lifestyle,false,Named in the current official centre overview,Active,https://eastland.qicre.com/visit/about-us/,Official centre page,2026-09-03,High,2026-09-03
key-chadstone-david-jones,place-au-vic-chadstone-shopping-centre,tenant-david-jones,David Jones,Department-store anchor,true,Named in the current official store directory,Active,https://www.chadstone.com.au/shopping/womens-wear/lounge-wear,Official centre directory,2026-09-03,High,2026-09-03
key-chadstone-zara,place-au-vic-chadstone-shopping-centre,tenant-zara,Zara,Contemporary fashion,false,Current official tenant page,Active,https://www.chadstone.com.au/stores/zara,Official tenant page,2026-09-03,High,2026-09-03
key-chadstone-uniqlo,place-au-vic-chadstone-shopping-centre,tenant-uniqlo,UNIQLO,Contemporary fashion,false,Named in the current official store directory,Active,https://www.chadstone.com.au/shopping/womens-wear/lounge-wear,Official centre directory,2026-09-03,High,2026-09-03
key-chadstone-lskd,place-au-vic-chadstone-shopping-centre,tenant-lskd,LSKD,Activewear,false,Named in the current official store directory,Active,https://www.chadstone.com.au/shopping/womens-wear/lounge-wear,Official centre directory,2026-09-03,High,2026-09-03
key-highpoint-myer,place-au-vic-highpoint-shopping-centre,tenant-myer,Myer,Department-store anchor,true,Current official tenant page,Active,https://www.highpoint.com.au/stores-services/myer,Official tenant page,2026-09-03,High,2026-09-03
key-highpoint-david-jones,place-au-vic-highpoint-shopping-centre,tenant-david-jones,David Jones,Department-store anchor,true,Current official tenant page,Active,https://www.highpoint.com.au/stores-services/david-jones,Official tenant page,2026-09-03,High,2026-09-03
key-melbourne-central-coles,place-au-vic-melbourne-central-shopping-centre,tenant-coles,Coles,Supermarket anchor,true,Current official tenant page,Active,https://www.melbournecentral.com.au/stores-services/coles,Official tenant page,2026-09-03,High,2026-09-03
key-melbourne-central-sephora,place-au-vic-melbourne-central-shopping-centre,tenant-sephora,Sephora,Beauty,false,Current official tenant page,Active,https://www.melbournecentral.com.au/stores-services/sephora,Official tenant page,2026-09-03,High,2026-09-03
key-the-glen-david-jones,place-au-vic-the-glen,tenant-david-jones,David Jones,Department-store anchor,true,Named as a current major store,Active,https://www.theglen.com.au/opening-hours,Official centre page,2026-09-03,High,2026-09-03
key-the-glen-woolworths,place-au-vic-the-glen,tenant-woolworths,Woolworths,Supermarket anchor,true,Current official tenant page,Active,https://www.theglen.com.au/stores/woolworths,Official tenant page,2026-09-03,High,2026-09-03
key-the-glen-h-and-m,place-au-vic-the-glen,tenant-h-and-m,H&M,Contemporary fashion,false,Named in the current official store directory,Active,https://www.theglen.com.au/stores/a-s,Official centre directory,2026-09-03,High,2026-09-03
key-the-glen-uniqlo,place-au-vic-the-glen,tenant-uniqlo,UNIQLO,Contemporary fashion,false,Named in the current official store directory,Active,https://www.theglen.com.au/stores/a-s,Official centre directory,2026-09-03,High,2026-09-03
key-the-glen-lorna-jane,place-au-vic-the-glen,tenant-lorna-jane,Lorna Jane,Activewear,false,Named in the current official store directory,Active,https://www.theglen.com.au/stores/a-s,Official centre directory,2026-09-03,High,2026-09-03
key-northland-myer,place-au-vic-northland,tenant-myer,Myer,Department-store anchor,true,Named in the current official store directory,Active,https://www.northlandsc.com.au/shopping,Official centre directory,2026-09-03,High,2026-09-03
key-northland-coles,place-au-vic-northland,tenant-coles,Coles,Supermarket anchor,true,Named in the current official store directory,Active,https://www.northlandsc.com.au/shopping,Official centre directory,2026-09-03,High,2026-09-03
key-northland-h-and-m,place-au-vic-northland,tenant-h-and-m,H&M,Contemporary fashion,false,Named in the current official store directory,Active,https://www.northlandsc.com.au/shopping,Official centre directory,2026-09-03,High,2026-09-03
key-northland-jb-hi-fi,place-au-vic-northland,tenant-jb-hi-fi,JB Hi-Fi,Technology,false,Named in the current official store directory,Active,https://www.northlandsc.com.au/shopping,Official centre directory,2026-09-03,High,2026-09-03
key-northland-mecca,place-au-vic-northland,tenant-mecca,MECCA,Beauty,false,Named in the current official store directory,Active,https://www.northlandsc.com.au/shopping,Official centre directory,2026-09-03,High,2026-09-03
key-southland-myer,place-au-vic-westfield-southland,tenant-myer,Myer,Department-store anchor,true,Current official tenant page,Active,https://www.westfield.com.au/southland/store/2oyX5y209GgM4SSmm26I64/myer,Official tenant page,2026-09-03,High,2026-09-03
key-southland-apple,place-au-vic-westfield-southland,tenant-apple,Apple Store,Technology,false,Named in the current official store directory,Active,https://www.westfield.com.au/southland/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-southland-aesop,place-au-vic-westfield-southland,tenant-aesop,Aesop,Beauty,false,Named in the current official store directory,Active,https://www.westfield.com.au/southland/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-southland-aje,place-au-vic-westfield-southland,tenant-aje,Aje,Premium fashion,false,Named in the current official store directory,Active,https://www.westfield.com.au/southland/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-booragoon-myer,place-au-wa-westfield-booragoon,tenant-myer,Myer,Department-store anchor,true,Current official tenant page,Active,https://www.westfield.com.au/booragoon/store/120tAkmnXNLok9PsoF3uwu/myer,Official tenant page,2026-09-03,High,2026-09-03
key-booragoon-coles,place-au-wa-westfield-booragoon,tenant-coles,Coles,Supermarket anchor,true,Named in the current official fresh-food directory,Active,https://www.westfield.com.au/booragoon/browse-stores/fresh-food-and-groceries,Official centre directory,2026-09-03,High,2026-09-03
key-booragoon-apple,place-au-wa-westfield-booragoon,tenant-apple,Apple Store,Technology,false,Named in the current official store directory,Active,https://www.westfield.com.au/booragoon/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-booragoon-aesop,place-au-wa-westfield-booragoon,tenant-aesop,Aesop,Beauty,false,Named in the current official store directory,Active,https://www.westfield.com.au/booragoon/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-booragoon-aje,place-au-wa-westfield-booragoon,tenant-aje,Aje,Premium fashion,false,Named in the current official store directory,Active,https://www.westfield.com.au/booragoon/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-carousel-myer,place-au-wa-westfield-carousel,tenant-myer,Myer,Department-store anchor,true,Named in the current official department-store directory,Active,https://www.westfield.com.au/carousel/browse-stores/department-stores,Official centre directory,2026-09-03,High,2026-09-03
key-carousel-h-and-m,place-au-wa-westfield-carousel,tenant-h-and-m,H&M,Contemporary fashion,false,Current official tenant page,Active,https://www.westfield.com.au/carousel/store/1c5MmkTQE2kIegCa0GKSME/hm,Official tenant page,2026-09-03,High,2026-09-03
key-carousel-uniqlo,place-au-wa-westfield-carousel,tenant-uniqlo,UNIQLO,Contemporary fashion,false,Named on the current official tenant network page,Active,https://www.westfield.com.au/store/2ZcXLv3n608Gw2G4mYS0Qa/uniqlo,Official tenant page,2026-09-03,High,2026-09-03
key-carousel-asics,place-au-wa-westfield-carousel,tenant-asics,ASICS,Activewear,false,Named in the current official store directory,Active,https://www.westfield.com.au/carousel/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-carousel-adore-beauty,place-au-wa-westfield-carousel,tenant-adore-beauty,Adore Beauty,Beauty,false,Named in the current official store directory,Active,https://www.westfield.com.au/carousel/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-albany-farmers,place-nz-auckland-westfield-albany,tenant-farmers,Farmers,Department-store anchor,true,Current official tenant page,Active,https://www.westfield.co.nz/albany/store/3VlvTluacoeWoScws8Coiw/farmers,Official tenant page,2026-09-03,High,2026-09-03
key-albany-new-world,place-nz-auckland-westfield-albany,tenant-new-world,New World,Supermarket anchor,true,Named in the current official centre guide,Active,https://www.westfield.co.nz/albany/news/1JjYC7TbuyMJqvzTvjLyTF/your-guide-to-westfield,Official centre page,2026-09-03,High,2026-09-03
key-albany-stylerunner,place-nz-auckland-westfield-albany,tenant-stylerunner,Stylerunner,Activewear,false,Named as now open on the current official new-stores page,Active,https://www.westfield.co.nz/albany/news/63hMNhmIBFBBoqx4i09HgF/exciting-new-stores,Official centre page,2026-09-03,High,2026-09-03
key-albany-hikoco,place-nz-auckland-westfield-albany,tenant-hikoco,HIKOCO,Beauty,false,Named as now open on the current official new-stores page,Active,https://www.westfield.co.nz/albany/news/63hMNhmIBFBBoqx4i09HgF/exciting-new-stores,Official centre page,2026-09-03,High,2026-09-03
key-albany-something-social,place-nz-auckland-westfield-albany,tenant-something-social,Something & Social,Hospitality,false,Named as now open on the current official new-stores page,Active,https://www.westfield.co.nz/albany/news/63hMNhmIBFBBoqx4i09HgF/exciting-new-stores,Official centre page,2026-09-03,High,2026-09-03
key-st-lukes-kmart,place-nz-auckland-westfield-st-lukes,tenant-kmart,Kmart,Department-store anchor,true,Current official tenant page,Active,https://www.westfield.co.nz/stlukes/store/5eVIBZeJ6EoA0EEcA0qwKi/kmart,Official tenant page,2026-09-03,High,2026-09-03
key-st-lukes-farmers,place-nz-auckland-westfield-st-lukes,tenant-farmers,Farmers,Department-store anchor,true,Named on the current official tenant network page,Active,https://www.westfield.co.nz/albany/store/3VlvTluacoeWoScws8Coiw/farmers,Official tenant page,2026-09-03,High,2026-09-03
key-sylvia-park-farmers,place-nz-auckland-sylvia-park-mall,tenant-farmers,Farmers,Department-store anchor,true,Named in the current official store directory,Active,https://www.sylviapark.com/shop/?all=1,Official centre directory,2026-09-03,High,2026-09-03
key-sylvia-park-paknsave,place-nz-auckland-sylvia-park-mall,tenant-paknsave,PAK'nSAVE,Supermarket anchor,true,Current official tenant page,Active,https://www.sylviapark.com/stores/pak-n-save/,Official tenant page,2026-09-03,High,2026-09-03
key-sylvia-park-h-and-m,place-nz-auckland-sylvia-park-mall,tenant-h-and-m,H&M,Contemporary fashion,false,Named in the current official store directory,Active,https://www.sylviapark.com/shop/?all=1,Official centre directory,2026-09-03,High,2026-09-03
key-sylvia-park-zara,place-nz-auckland-sylvia-park-mall,tenant-zara,Zara,Contemporary fashion,false,Named in the current official store directory,Active,https://www.sylviapark.com/shop/?all=1,Official centre directory,2026-09-03,High,2026-09-03
key-sylvia-park-adidas,place-nz-auckland-sylvia-park-mall,tenant-adidas,Adidas,Activewear,false,Named in the current official store directory,Active,https://www.sylviapark.com/shop/?all=1,Official centre directory,2026-09-03,High,2026-09-03
key-riccarton-kmart,place-nz-canterbury-riccarton-westfield,tenant-kmart,Kmart,Department-store anchor,true,Current official tenant page,Active,https://www.westfield.co.nz/riccarton/store/4K6guD0dg4cci6gkKYQYeO/kmart,Official tenant page,2026-09-03,High,2026-09-03
key-riccarton-paknsave,place-nz-canterbury-riccarton-westfield,tenant-paknsave,PAK'nSAVE,Supermarket anchor,true,Named in the current official parking and access guide,Active,https://www.westfield.co.nz/riccarton/parking,Official centre page,2026-09-03,High,2026-09-03
key-riccarton-h-and-m,place-nz-canterbury-riccarton-westfield,tenant-h-and-m,H&M,Contemporary fashion,false,Named on the current official tenant network page,Active,https://www.westfield.co.nz/store/5q4m1XAYooeKVdlqLIcgzk/hm,Official tenant page,2026-09-03,High,2026-09-03
key-riccarton-country-road,place-nz-canterbury-riccarton-westfield,tenant-country-road,Country Road,Premium fashion,false,Named in the current official store directory,Active,https://www.westfield.co.nz/riccarton/browse-stores,Official centre directory,2026-09-03,High,2026-09-03
key-riccarton-coffee-club,place-nz-canterbury-riccarton-westfield,tenant-coffee-club,The Coffee Club,Hospitality,false,Named in the current official centre guide,Active,https://www.westfield.co.nz/riccarton/news/11K0YUCYX0afTi83NsmZQm/your-guide-to-westfield,Official centre page,2026-09-03,High,2026-09-03
key-castle-towers-myer,place-au-nsw-castle-towers,tenant-myer,Myer,Department-store anchor,true,Current official tenant page,Active,https://castletowers.qicre.com/stores/retail-stores/myer/,Official tenant page,2026-09-03,High,2026-09-03
key-castle-towers-coles,place-au-nsw-castle-towers,tenant-coles,Coles,Supermarket anchor,true,Current official tenant page,Active,https://castletowers.qicre.com/stores/retail-stores/coles/,Official tenant page,2026-09-03,High,2026-09-03
key-castle-towers-uniqlo,place-au-nsw-castle-towers,tenant-uniqlo,UNIQLO,Contemporary fashion,false,Named in the current official centre overview,Active,https://castletowers.qicre.com/centre-information/about-us/,Official centre page,2026-09-03,High,2026-09-03
key-castle-towers-apple,place-au-nsw-castle-towers,tenant-apple,Apple Store,Technology,false,Named in the current official centre overview,Active,https://castletowers.qicre.com/centre-information/about-us/,Official centre page,2026-09-03,High,2026-09-03
key-castle-towers-mecca,place-au-nsw-castle-towers,tenant-mecca,MECCA,Beauty,false,Named in the current official centre overview,Active,https://castletowers.qicre.com/centre-information/about-us/,Official centre page,2026-09-03,High,2026-09-03
key-adelaide-arcade-adelaide-hatters,place-au-sa-adelaide-arcade,tenant-adelaide-hatters,Adelaide Hatters,Premium fashion,false,Named in the current official A-Z directory,Active,https://adelaidearcade.com.au/a-z-listing-with-map/,Official centre directory,2026-09-03,High,2026-09-03
key-adelaide-arcade-gerard-mccabe,place-au-sa-adelaide-arcade,tenant-gerard-mccabe,Gerard McCabe Jewellers,Luxury,false,Named in the current official A-Z directory,Active,https://adelaidearcade.com.au/a-z-listing-with-map/,Official centre directory,2026-09-03,High,2026-09-03
key-adelaide-arcade-koko-black,place-au-sa-adelaide-arcade,tenant-koko-black,Koko Black,Hospitality,false,Named in the current official A-Z directory,Active,https://adelaidearcade.com.au/a-z-listing-with-map/,Official centre directory,2026-09-03,High,2026-09-03
key-adelaide-arcade-essence-australia,place-au-sa-adelaide-arcade,tenant-essence-australia,Essence of Australia,Design and lifestyle,false,Current official tenant page,Active,https://adelaidearcade.com.au/retailers/essence-of-australia/,Official tenant page,2026-09-03,High,2026-09-03
key-bayside-kmart,place-au-vic-frankston-bayside-centre,tenant-kmart,Kmart,Department-store anchor,true,Current official tenant page,Active,https://www.baysidesc.com.au/stores/kmart,Official tenant page,2026-09-03,High,2026-09-03
key-bayside-coles,place-au-vic-frankston-bayside-centre,tenant-coles,Coles,Supermarket anchor,true,Named in the current official major-store directory,Active,https://www.baysidesc.com.au/shopping/major-stores,Official centre directory,2026-09-03,High,2026-09-03
key-bayside-uniqlo,place-au-vic-frankston-bayside-centre,tenant-uniqlo,UNIQLO,Contemporary fashion,false,Named in the current official fashion directory,Active,https://www.baysidesc.com.au/shopping/men,Official centre directory,2026-09-03,High,2026-09-03
key-bayside-jb-hi-fi,place-au-vic-frankston-bayside-centre,tenant-jb-hi-fi,JB Hi-Fi,Technology,false,Named in the current official electronics directory,Active,https://www.baysidesc.com.au/shopping/communication-electronics-games,Official centre directory,2026-09-03,High,2026-09-03
key-bayside-adidas,place-au-vic-frankston-bayside-centre,tenant-adidas,Adidas,Activewear,false,Named in the current official sport directory,Active,https://www.baysidesc.com.au/shopping/sport-fitness-outdoors,Official centre directory,2026-09-03,High,2026-09-03
key-botany-farmers,place-nz-auckland-botany-town-centre,tenant-farmers,Farmers,Department-store anchor,true,Current official tenant page,Active,https://www.botanytowncentre.co.nz/stores/farmers.html,Official tenant page,2026-09-03,High,2026-09-03
key-botany-new-world,place-nz-auckland-botany-town-centre,tenant-new-world,New World,Supermarket anchor,true,Current official tenant page,Active,https://www.botanytowncentre.co.nz/stores/new-world.html,Official tenant page,2026-09-03,High,2026-09-03
key-botany-h-and-m,place-nz-auckland-botany-town-centre,tenant-h-and-m,H&M,Contemporary fashion,false,Current official tenant page,Active,https://www.botanytowncentre.co.nz/stores/h-m.html,Official tenant page,2026-09-03,High,2026-09-03
key-botany-nike,place-nz-auckland-botany-town-centre,tenant-nike,Nike,Activewear,false,Current official tenant page,Active,https://www.botanytowncentre.co.nz/stores/nike.html,Official tenant page,2026-09-03,High,2026-09-03
key-botany-coffee-club,place-nz-auckland-botany-town-centre,tenant-coffee-club,The Coffee Club,Hospitality,false,Current official tenant page,Active,https://www.botanytowncentre.co.nz/stores/the-coffee-club.html,Official tenant page,2026-09-03,High,2026-09-03
key-commercial-bay-aje,place-nz-auckland-commercial-bay,tenant-aje,Aje,Premium fashion,false,Named in the current official directory,Active,https://www.commercialbay.co.nz/directory,Official centre directory,2026-09-03,High,2026-09-03
key-commercial-bay-h-and-m,place-nz-auckland-commercial-bay,tenant-h-and-m,H&M,Contemporary fashion,false,Named in the current official directory,Active,https://www.commercialbay.co.nz/directory,Official centre directory,2026-09-03,High,2026-09-03
key-commercial-bay-dior-beauty,place-nz-auckland-commercial-bay,tenant-dior-beauty,Dior Beauty,Beauty,false,Named in the current official directory,Active,https://www.commercialbay.co.nz/directory,Official centre directory,2026-09-03,High,2026-09-03
key-commercial-bay-asics,place-nz-auckland-commercial-bay,tenant-asics,ASICS,Activewear,false,Named in the current official directory,Active,https://www.commercialbay.co.nz/directory,Official centre directory,2026-09-03,High,2026-09-03
key-commercial-bay-ahi,place-nz-auckland-commercial-bay,tenant-ahi,Ahi,Hospitality,false,Named in the current official directory,Active,https://www.commercialbay.co.nz/directory,Official centre directory,2026-09-03,High,2026-09-03
key-bayfair-farmers,place-nz-bay-of-plenty-bayfair-shopping-centre,tenant-farmers,Farmers,Department-store anchor,true,Current official tenant page,Active,https://www.bayfair.co.nz/stores/farmers.html,Official tenant page,2026-09-03,High,2026-09-03
key-bayfair-woolworths,place-nz-bay-of-plenty-bayfair-shopping-centre,tenant-woolworths,Woolworths,Supermarket anchor,true,Current official tenant page,Active,https://www.bayfair.co.nz/stores/woolworths.html,Official tenant page,2026-09-03,High,2026-09-03
key-bayfair-max,place-nz-bay-of-plenty-bayfair-shopping-centre,tenant-max,Max,Contemporary fashion,false,Current official tenant page,Active,https://www.bayfair.co.nz/stores/max.html,Official tenant page,2026-09-03,High,2026-09-03
key-bayfair-lskd,place-nz-bay-of-plenty-bayfair-shopping-centre,tenant-lskd,LSKD,Activewear,false,Current official tenant page,Active,https://www.bayfair.co.nz/stores/lskd.html,Official tenant page,2026-09-03,High,2026-09-03
key-bayfair-stevens,place-nz-bay-of-plenty-bayfair-shopping-centre,tenant-stevens,Stevens,Design and lifestyle,false,Current official tenant page,Active,https://www.bayfair.co.nz/stores/stevens.html,Official tenant page,2026-09-03,High,2026-09-03
key-meridian-les-mills,place-nz-otago-meridian-mall,tenant-les-mills,Les Mills,Activewear,true,Named as a Major Retailer in the current official directory,Active,https://www.meridianmall.co.nz/stores,Official centre directory,2026-09-03,High,2026-09-03
key-meridian-decjuba,place-nz-otago-meridian-mall,tenant-decjuba,DECJUBA,Contemporary fashion,false,Named in the current official directory,Active,https://www.meridianmall.co.nz/stores,Official centre directory,2026-09-03,High,2026-09-03
key-meridian-jb-hi-fi,place-nz-otago-meridian-mall,tenant-jb-hi-fi,JB Hi-Fi,Technology,true,Named as a Major Retailer in the current official directory,Active,https://www.meridianmall.co.nz/stores,Official centre directory,2026-09-03,High,2026-09-03
key-meridian-moochi,place-nz-otago-meridian-mall,tenant-moochi,Moochi,Premium fashion,false,Named in the current official directory,Active,https://www.meridianmall.co.nz/stores,Official centre directory,2026-09-03,High,2026-09-03
key-chartwell-farmers,place-nz-waikato-chartwell-shopping-centre,tenant-farmers,Farmers,Department-store anchor,true,Named in the current official category directory,Active,https://www.chartwellshopping.co.nz/stores/categories,Official centre directory,2026-09-03,High,2026-09-03
