previous_place_id,canonical_place_id,reason
qld-centro-emerald-market-plaza,place-au-qld-centro-emerald-market-plaza,Canonical centre consolidation
qld-chermside,place-au-qld-westfield-chermside,Canonical centre consolidation
qld-chermside-westfield,place-au-qld-westfield-chermside,Canonical centre consolidation
qld-city-garden-westfield,place-au-qld-mt-gravatt-westfield,Canonical centre consolidation
qld-city-logan,place-au-qld-logan-city-centre,Canonical centre consolidation
qld-city-rose,place-au-qld-rose-city-shoppingworld,Canonical centre consolidation
qld-civic-noosa,place-au-qld-noosa-civic-shopping-centre,Canonical centre consolidation
qld-cleveland,place-au-qld-cleveland-shopping-centre,Canonical centre consolidation
qld-clifford-gardens,place-au-qld-clifford-gardens-shopping-centre,Canonical centre consolidation
qld-clifton-village,place-au-qld-clifton-village-shopping-centre,Canonical centre consolidation
qld-coast-fair-gold-pacific,place-au-qld-pacific-fair,Canonical centre consolidation
qld-coles-karalee-village,place-au-qld-coles-karalee-shopping-village,Canonical centre consolidation
qld-coomera-westfield,place-au-qld-westfield-coomera,Canonical centre consolidation
qld-dalby,place-au-qld-dalby-shoppingworld,Canonical centre consolidation
qld-dr-robina-town,place-au-qld-robina-town-centre-dr,Canonical centre consolidation
qld-elanora-pines-the,place-au-qld-the-pines-shopping-centre,Canonical centre consolidation
qld-fair-kippa-peninsular-ring,place-au-qld-peninsula-fair-shopping-centre,Canonical centre consolidation
qld-fair-pacific,place-au-qld-pacific-fair,Canonical centre consolidation
qld-fair-peninsula,place-au-qld-peninsula-fair-shopping-centre,Canonical centre consolidation
qld-gladstone-plaza,place-au-qld-gladstone-centre-plaza,Canonical centre consolidation
qld-gladstone-square,place-au-qld-gladstone-square-shopping-centre,Canonical centre consolidation
qld-gravatt-mt-plaza,place-au-qld-mt-gravatt-plaza,Canonical centre consolidation
qld-gravatt-mt-upper-westfield,place-au-qld-mt-gravatt-westfield,Canonical centre consolidation
qld-gravatt-mt-westfield,place-au-qld-mt-gravatt-westfield,Canonical centre consolidation
qld-helensvale-westfield,place-au-qld-helensvale-westfield,Canonical centre consolidation
qld-highfields-plaza,place-au-qld-highfields-plaza-shopping-centre,Canonical centre consolidation
qld-hills-sunnybank,place-au-unknown-sunnybank-hills-shoppingtown,Canonical centre consolidation
qld-hope-island,place-au-qld-hope-island-shopping-centre,Canonical centre consolidation
qld-hyperdome,place-au-qld-logan-hyperdome,Canonical centre consolidation
qld-hyperdome-logan,place-au-qld-logan-hyperdome,Canonical centre consolidation
qld-hyperdome-loganholme,place-au-qld-logan-hyperdome,Canonical centre consolidation
qld-inala-plaza,place-au-qld-optometrists-inala-plaza,Canonical centre consolidation
qld-inala-plaza-town,place-au-qld-optometrists-inala-plaza,Canonical centre consolidation
qld-indooroopilly,place-au-qld-indooroopilly,Canonical centre consolidation
qld-ipswich-riverlink,place-au-qld-ipswich-riverlink-shopping-centre,Canonical centre consolidation
qld-kawana,place-au-qld-kawana-shoppingworld,Canonical centre consolidation
qld-kenmore-village,place-au-qld-kenmore-village-shopping-centre,Canonical centre consolidation
qld-kingaroy-plaza,place-au-qld-kingaroy-plaza,Canonical centre consolidation
qld-lakes-north-westfield,place-au-qld-westfield-north-lakes,Canonical centre consolidation
qld-mackay-mt-pleasant,place-au-qld-mackay-mt-pleasant-shopping-centre,Canonical centre consolidation
qld-marketplace-road-robinson,place-au-qld-robinson-road-marketplace,Canonical centre consolidation
qld-marketplace-underwood,place-au-qld-underwood-marketplace,Canonical centre consolidation
qld-maroochydore-plaza-sunshine,place-au-qld-sunshine-plaza,Canonical centre consolidation
qld-miami-one,place-au-qld-miami-one-shopping-centre,Canonical centre consolidation
qld-morayfield,place-au-qld-morayfield-shopping-centre,Canonical centre consolidation
qld-mt-ommaney,place-au-qld-mt-ommaney-centre,Canonical centre consolidation
qld-nambour-plaza,place-au-qld-nambour-plaza,Canonical centre consolidation
qld-nerang-town,place-au-qld-nerang-town-centre,Canonical centre consolidation
qld-north-square-tamborine,place-au-qld-north-tamborine-shopping-square,Canonical centre consolidation
qld-optiko-queen-st,place-au-qld-optiko-queen-st-mall,Canonical centre consolidation
qld-park-southport,place-au-qld-southport-park-shopping-centre,Canonical centre consolidation
qld-park-sunny,place-au-unknown-sunny-park-shopping-centre,Canonical centre consolidation
qld-pines-the,place-au-qld-the-pines-shopping-centre,Canonical centre consolidation
qld-plaza-redbank,place-au-qld-redbank-plaza,Canonical centre consolidation
qld-plaza-sunnybank,place-au-qld-sunnybank-plaza,Canonical centre consolidation
qld-plaza-sunshine,place-au-qld-sunshine-plaza,Canonical centre consolidation
qld-plaza-toowoomba,place-au-qld-toowoomba-plaza,Canonical centre consolidation
qld-plaza-treetops,place-au-qld-treetops-plaza,Canonical centre consolidation
qld-plaza-westlands,place-au-qld-westlands-plaza,Canonical centre consolidation
qld-plaza-whitsunday,place-au-qld-whitsunday-plaza,Canonical centre consolidation
qld-plaza-wynnum,place-au-qld-wynnum-plaza,Canonical centre consolidation
qld-point-victoria,place-au-qld-victoria-point-shopping-centre,Canonical centre consolidation
qld-range-the,place-au-qld-the-range-shopping-centre,Canonical centre consolidation
qld-riverlink,place-au-qld-ipswich-riverlink-shopping-centre,Canonical centre consolidation
qld-riverside,place-au-qld-riverside-centre,Canonical centre consolidation
qld-robina-town,place-au-qld-robina-town-centre-dr,Canonical centre consolidation
qld-rockhampton-stockland,place-au-qld-stockland-rockhampton-shopping-centre,Canonical centre consolidation
qld-smithfield,place-au-qld-cairns-smithfield-centre,Canonical centre consolidation
qld-square-station,place-au-qld-station-square-shopping-centre,Canonical centre consolidation
qld-square-taigum,place-au-qld-taigum-square,Canonical centre consolidation
qld-square-town,place-au-qld-town-square,Canonical centre consolidation
qld-stockland-townsville,place-au-qld-stockland-townsville,Canonical centre consolidation
qld-strathpine,place-au-qld-strathpine-centre,Canonical centre consolidation
qld-sugarland,place-au-qld-sugarland-shoppingtown,Canonical centre consolidation
qld-super,place-au-qld-super-centre,Canonical centre consolidation
qld-the,place-au-qld-the-mall,Canonical centre consolidation
qld-toowong-village,place-au-qld-toowong-village,Canonical centre consolidation
qld-townsville,place-au-qld-stockland-townsville,Canonical centre consolidation
qld-townsville-willows,place-au-qld-townsville-willows-shopping-centre,Canonical centre consolidation
qld-village-windermere,place-au-qld-windermere-village,Canonical centre consolidation
qld-whitsunday,place-au-qld-whitsunday-shopping-centre,Canonical centre consolidation
qld-windmill,place-au-qld-windmill-shopping-centre,Canonical centre consolidation
sa-adelaide-arcade,place-au-sa-adelaide-arcade,Canonical centre consolidation
sa-adelaide-rundle,place-au-sa-rundle-mall,Canonical centre consolidation
sa-aldinga,place-au-sa-aldinga-shopping-centre,Canonical centre consolidation
sa-barker-plaza,place-au-sa-barker-plaza,Canonical centre consolidation
sa-barossa-central,place-au-sa-barossa-central-shopping-centre,Canonical centre consolidation
sa-barossa-co-op-the,place-au-sa-the-barossa-co-op-shopping-centre,Canonical centre consolidation
sa-beach-christies,place-au-sa-christies-beach-shopping-centre,Canonical centre consolidation
sa-berri-central-plaza-riverland,place-au-sa-berri-riverland-central-plaza,Canonical centre consolidation
sa-blvd-lakes-west,place-au-sa-westfield-west-lakes,Canonical centre consolidation
sa-brickworks-marketplace,place-au-sa-brickworks-marketplace,Canonical centre consolidation
sa-bridge-marketplace-murray,place-au-sa-murray-bridge-marketplace,Canonical centre consolidation
sa-castle-edwardstown-plaza,place-au-sa-edwardstown-castle-plaza-shopping-centre,Canonical centre consolidation
sa-central-gawler,place-au-sa-gawler-central-shopping-centre,Canonical centre consolidation
sa-city-elizabeth,place-au-sa-elizabeth-shopping-centre,Canonical centre consolidation
sa-colonnades,place-au-sa-colonnades-shopping-centre,Canonical centre consolidation
sa-east-marion-westfield,place-au-sa-westfield-marion,Canonical centre consolidation
sa-elizabeth,place-au-sa-elizabeth-shopping-centre,Canonical centre consolidation
sa-farm-ingle,place-au-sa-ingle-farm-plaza,Canonical centre consolidation
sa-farm-ingle-plaza,place-au-sa-ingle-farm-plaza,Canonical centre consolidation
sa-findon,place-au-sa-findon-shopping-centre,Canonical centre consolidation
sa-firle-plaza,place-au-sa-firle-plaza,Canonical centre consolidation
sa-gilles-plains,place-au-sa-gilles-plains-shopping-centre,Canonical centre consolidation
sa-grove-the,place-au-sa-the-grove-shopping-centre,Canonical centre consolidation
sa-hilton-plaza,place-au-sa-hilton-plaza,Canonical centre consolidation
sa-hollywood,place-au-sa-hollywood-plaza,Canonical centre consolidation
sa-hollywood-plaza,place-au-sa-hollywood-plaza,Canonical centre consolidation
sa-lakes-west-westfield,place-au-sa-westfield-west-lakes,Canonical centre consolidation
sa-marden,place-au-sa-marden-shopping-centre,Canonical centre consolidation
sa-marion-west-westfield,place-au-sa-westfield-marion,Canonical centre consolidation
sa-marion-westfield,place-au-sa-westfield-marion,Canonical centre consolidation
sa-mitcham,place-au-sa-mitcham-shopping-centre,Canonical centre consolidation
sa-mitcham-square,place-au-sa-mitcham-shopping-centre,Canonical centre consolidation
sa-munno-para,place-au-sa-munno-para-shopping-centre,Canonical centre consolidation
sa-newton-village,place-au-sa-newton-village-shopping-centre,Canonical centre consolidation
sa-noarlunga,place-au-sa-noarlunga-centre,Canonical centre consolidation
sa-north,place-au-sa-elizabeth-shopping-centre,Canonical centre consolidation
sa-parabanks,place-au-sa-parabanks-centre,Canonical centre consolidation
sa-pirie-plaza,place-au-sa-pirie-plaza,Canonical centre consolidation
sa-plaza-sefton,place-au-sa-sefton-plaza-shopping-centre,Canonical centre consolidation
sa-plaza-southgate,place-au-sa-southgate-plaza,Canonical centre consolidation
sa-plaza-tea-tree,place-au-sa-westfield-tea-tree-plaza,Canonical centre consolidation
sa-plaza-tea-tree-westfield,place-au-sa-westfield-tea-tree-plaza,Canonical centre consolidation
sa-rundle,place-au-sa-rundle-mall,Canonical centre consolidation
sa-seaford,place-au-sa-seaford-shopping-centre,Canonical centre consolidation
sa-southgate,place-au-sa-southgate-plaza,Canonical centre consolidation
sa-southgate-square,place-au-sa-southgate-square,Canonical centre consolidation
sa-unley,place-au-sa-unley-shopping-centre,Canonical centre consolidation
sa-westlakes,place-au-sa-westlakes-shopping-centre,Canonical centre consolidation
sa-westland-whyalla,place-au-sa-whyalla-westland-shopping-centre,Canonical centre consolidation
southland-southland,place-nz-southland-southland,Canonical centre consolidation
tas-and-arcade-cat-fiddle-hobart,place-au-tas-the-cat-fiddle-arcade,Canonical centre consolidation
tas-and-arcade-cat-fiddle-the,place-au-tas-the-cat-fiddle-arcade,Canonical centre consolidation
tas-channel-court,place-au-tas-channel-court-shopping-centre,Canonical centre consolidation
tas-claremont-plaza,place-au-tas-claremont-plaza,Canonical centre consolidation
tas-eastlands-hobart,place-au-tas-hobart-eastlands,Canonical centre consolidation
tas-eastlands-park-rosny,place-au-tas-hobart-eastlands,Canonical centre consolidation
tas-gateway,place-au-tas-gateway-shopping-centre,Canonical centre consolidation
tas-grove-legana,place-au-tas-legana-grove-shopping-centre,Canonical centre consolidation
tas-kingston-plaza,place-au-tas-kingston-plaza,Canonical centre consolidation
tas-kingston-town,place-au-tas-kingston-town-shopping-centre,Canonical centre consolidation
tas-market-place-prospect-vale,place-au-tas-prospect-vale-market-place,Canonical centre consolidation
tas-meadow-mews-plaza,place-au-tas-meadow-mews-plaza,Canonical centre consolidation
tas-northgate,place-au-tas-northgate-shopping-centre,Canonical centre consolidation
tas-plaza-sorell,place-au-tas-sorell-plaza,Canonical centre consolidation
tas-shoreline,place-au-tas-shoreline-shopping-centre,Canonical centre consolidation
tasman-richmond,place-nz-tasman-richmond-mall,Canonical centre consolidation
tasman-square-sundial,place-nz-tasman-sundial-square,Canonical centre consolidation
vic-619-cnr-doncaster-road-westfield-williamsons,place-au-vic-westfield-doncaster,Canonical centre consolidation
vic-airport-west-westfield,place-au-vic-westfield-airport-west,Canonical centre consolidation
vic-altona-central-meadows-square,place-au-vic-altona-meadows-central-square,Canonical centre consolidation
vic-altona-gate,place-au-vic-altona-gate-shopping-centre,Canonical centre consolidation
vic-arcade-camberwell,place-au-vic-camberwell-arcade,Canonical centre consolidation
vic-arcade-walkers,place-au-vic-walkers-arcade,Canonical centre consolidation
vic-bacchus-marsh-the-village,place-au-vic-the-village-bacchus-marsh-shopping-centre,Canonical centre consolidation
vic-ballarat-bridge,place-au-vic-ballarat-bridge-mall,Canonical centre consolidation
vic-bayside,place-au-vic-frankston-bayside-centre,Canonical centre consolidation
vic-bayside-frankston,place-au-vic-frankston-bayside-centre,Canonical centre consolidation
vic-belmont,place-au-vic-belmont-shopping-centre,Canonical centre consolidation
vic-bendigo-marketplace,place-au-vic-bendigo-marketplace,Canonical centre consolidation
vic-berwick-eden-rise,place-au-vic-berwick-eden-rise-shopping-centre,Canonical centre consolidation
vic-blackburn-formerly-north-square,place-au-vic-blackburn-square,Canonical centre consolidation
vic-blackburn-square,place-au-vic-blackburn-square,Canonical centre consolidation
vic-broadmeadows,place-au-vic-broadmeadows-shopping-centre,Canonical centre consolidation
vic-bulleen-plaza,place-au-vic-bulleen-plaza-shopping-centre,Canonical centre consolidation
vic-burwood-ctr-heights,place-au-vic-burwood-heights-shopping-ctr,Canonical centre consolidation
vic-burwood-road-toorak-village,place-au-vic-toorak-road-burwood-village,Canonical centre consolidation
vic-business-hill-wheelers,place-au-vic-wheelers-hill-business-centre,Canonical centre consolidation
vic-caroline-springs-square,place-au-vic-caroline-springs-square,Canonical centre consolidation
vic-carrum-downs,place-au-vic-carrum-downs-shop-centre,Canonical centre consolidation
vic-casey-central,place-au-vic-casey-central-shopping-centre,Canonical centre consolidation
vic-central-ground-level-melbourne,place-au-vic-melbourne-central-shopping-centre,Canonical centre consolidation
vic-central-marketplace-pakenham,place-au-vic-pakenham-central-marketplace,Canonical centre consolidation
vic-central-melbourne,place-au-vic-melbourne-central-shopping-centre,Canonical centre consolidation
vic-central-pran,place-au-vic-pran-central-shopping-centre,Canonical centre consolidation
vic-central-west,place-au-vic-central-west-shopping-centre,Canonical centre consolidation
vic-centreway-the,place-au-vic-the-centreway,Canonical centre consolidation
vic-chadstone,place-au-vic-chadstone-shopping-centre,Canonical centre consolidation
vic-chase-forest-hill,place-au-vic-forest-hill-chase,Canonical centre consolidation
vic-chirnside-park,place-au-vic-chirnside-park-shopping-centre,Canonical centre consolidation
vic-city-knox,place-au-vic-westfield-knox-shopping-centre,Canonical centre consolidation
vic-coburg-north-village,place-au-vic-coburg-north-village,Canonical centre consolidation
vic-coltman-plaza,place-au-vic-coltman-plaza,Canonical centre consolidation
vic-cook-point-town,place-au-vic-point-cook-town-centre,Canonical centre consolidation
vic-corio-village,place-au-vic-corio-village,Canonical centre consolidation
vic-cranbourne-park,place-au-vic-cranbourne-park-shopping-centre-sp107,Canonical centre consolidation
vic-cranbourne-park-sp107,place-au-vic-cranbourne-park-shopping-centre-sp107,Canonical centre consolidation
vic-creek-diamond-plaza,place-au-vic-diamond-creek-plaza,Canonical centre consolidation
vic-ctr-lakes-sanctuary,place-au-vic-sanctuary-lakes-shopping-ctr,Canonical centre consolidation
vic-curlewis-town-woolworths,place-au-vic-woolworths-curlewis-town-centre,Canonical centre consolidation
vic-dandenong-square,place-au-vic-dandenong-square,Canonical centre consolidation
vic-doncaster-east-pines-the,place-au-vic-doncaster-east-the-pines-shopping-centre,Canonical centre consolidation
vic-doncaster-westfield,place-au-vic-westfield-doncaster,Canonical centre consolidation
vic-downs-keilor,place-au-vic-keilor-downs-shopping-centre,Canonical centre consolidation
vic-eastland,place-au-vic-eastland,Canonical centre consolidation
vic-eden-rise,place-au-vic-eden-rise-shopping-centre,Canonical centre consolidation
vic-emporium,place-au-vic-emporium-shopping-centre,Canonical centre consolidation
vic-endeavour-hills,place-au-vic-endeavour-hills-shopping-centre,Canonical centre consolidation
vic-evans-square-street-sunbury,place-au-vic-sunbury-square-shopping-centre,Canonical centre consolidation
vic-flat-kangaroo-lansell-plaza,place-au-vic-kangaroo-flat-lansell-plaza,Canonical centre consolidation
vic-fountain-gate-westfield,place-au-vic-westfield-fountain-gate,Canonical centre consolidation
vic-gardens-richmond-victoria,place-au-vic-victoria-gardens-shopping-centre,Canonical centre consolidation
vic-gardens-victoria,place-au-vic-victoria-gardens-shopping-centre,Canonical centre consolidation
vic-gardens-waverley,place-au-vic-waverley-gardens-shopping-centre,Canonical centre consolidation
vic-gateway-plaza,place-au-vic-gateway-plaza,Canonical centre consolidation
vic-gateway-village,place-au-unknown-the-gateway-shopping-centre,Canonical centre consolidation
vic-geelong-westfield,place-au-vic-westfield-geelong,Canonical centre consolidation
vic-gladstone-park,place-au-vic-gladstone-park-shopping-centre,Canonical centre consolidation
vic-glen-the,place-au-vic-the-glen,Canonical centre consolidation
vic-goldfields-plaza,place-au-vic-goldfields-plaza,Canonical centre consolidation
vic-greensborough-plaza,place-au-vic-greensborough-plaza,Canonical centre consolidation
vic-greenvale,place-au-vic-greenvale-shopping-centre,Canonical centre consolidation
vic-heidelberg-warringal,place-au-vic-heidelberg-warringal-shopping-centre,Canonical centre consolidation
vic-highpoint,place-au-vic-highpoint-shopping-centre,Canonical centre consolidation
vic-junction-millers-village,place-au-vic-millers-junction-village,Canonical centre consolidation
vic-keysborough-parkmore,place-au-vic-keysborough-parkmore-shopping-centre,Canonical centre consolidation
vic-knox-westfield,place-au-vic-westfield-knox-shopping-centre,Canonical centre consolidation
vic-lakeview,place-au-vic-lakeview-shopping-centre,Canonical centre consolidation
vic-laurimar,place-au-vic-laurimar-shopping-centre,Canonical centre consolidation
vic-marketplace-shepparton,place-au-vic-shepparton-marketplace,Canonical centre consolidation
vic-marketplace-sunshine,place-au-vic-sunshine-marketplace,Canonical centre consolidation
vic-mid-valley,place-au-vic-mid-valley-shopping-centre,Canonical centre consolidation
vic-mill-park-plaza,place-au-vic-mill-park-plaza,Canonical centre consolidation
vic-northcote-plaza,place-au-vic-northcote-plaza,Canonical centre consolidation
vic-northland,place-au-vic-northland,Canonical centre consolidation
vic-pacific-werribee,place-au-vic-werribee-plaza,Canonical centre consolidation
vic-park-stud,place-au-vic-stud-park-shopping-centre,Canonical centre consolidation
vic-plaza-rosebud,place-au-vic-rosebud-plaza-shopping-centre,Canonical centre consolidation
vic-plaza-werribee,place-au-vic-werribee-plaza,Canonical centre consolidation
vic-plaza-wodonga,place-au-vic-wodonga-plaza,Canonical centre consolidation
vic-plenty-valley-westfield,place-au-vic-plenty-valley-westfield,Canonical centre consolidation
vic-ponds-waurn,place-au-vic-waurn-ponds-shopping-centre,Canonical centre consolidation
vic-ramlegh-springs-village,place-au-vic-ramlegh-springs-village,Canonical centre consolidation
vic-rd,place-au-vic-centre-rd,Canonical centre consolidation
vic-road,place-au-vic-centre-road,Canonical centre consolidation
vic-southland,place-au-vic-westfield-southland,Canonical centre consolidation
vic-southland-westfield,place-au-vic-westfield-southland,Canonical centre consolidation
vic-square-sunbury,place-au-vic-sunbury-square-shopping-centre,Canonical centre consolidation
vic-square-tunstall,place-au-vic-tunstall-square,Canonical centre consolidation
vic-square-wellington,place-au-vic-wellington-square-shopping-centre,Canonical centre consolidation
vic-stables-the,place-au-vic-the-stables-shopping-centre,Canonical centre consolidation
vic-stockland-wendouree,place-au-vic-wendouree-stockland,Canonical centre consolidation
vic-summerhill,place-au-vic-summerhill-shopping-centre,Canonical centre consolidation
vic-the,place-au-vic-the-mall,Canonical centre consolidation
vic-town-watergardens,place-au-vic-watergardens-town-centre,Canonical centre consolidation
vic-village-wellington,place-au-vic-wellington-village-shopping-centre,Canonical centre consolidation
vic-village-wyndham,place-au-vic-wyndham-village-shopping-centre,Canonical centre consolidation
vic-watergardens,place-au-vic-watergardens-town-centre,Canonical centre consolidation
vic-woodgrove,place-au-vic-woodgrove-shopping-centre,Canonical centre consolidation
wa-albany-plaza,place-au-wa-albany-plaza,Canonical centre consolidation
wa-alexander-heights,place-au-wa-alexander-heights-shopping-centre,Canonical centre consolidation
wa-arcade-manning,place-au-wa-manning-arcade,Canonical centre consolidation
wa-armadale,place-au-wa-armadale-shopping-centre,Canonical centre consolidation
wa-baldivis-stockland,place-au-wa-stockland-baldivis,Canonical centre consolidation
wa-bassendean-village,place-au-wa-bassendean-village,Canonical centre consolidation
wa-belmont-forum,place-au-wa-belmont-forum,Canonical centre consolidation
wa-booragoon-westfield,place-au-wa-westfield-booragoon,Canonical centre consolidation
wa-boulevard-northam,place-au-wa-northam-boulevard-shopping-centre,Canonical centre consolidation
wa-boulevarde-homeco-southlands,place-au-wa-homeco-southlands-boulevarde,Canonical centre consolidation
wa-broadway-fair,place-au-wa-broadway-fair-shopping-centre,Canonical centre consolidation
wa-bunbury-centrepoint,place-au-wa-bunbury-centrepoint,Canonical centre consolidation
wa-bunbury-forum,place-au-wa-bunbury-forum,Canonical centre consolidation
wa-business-gateway-the,place-au-wa-the-gateway-business-centre,Canonical centre consolidation
wa-cannington-carousel,place-au-wa-westfield-carousel,Canonical centre consolidation
wa-carousel,place-au-wa-westfield-carousel,Canonical centre consolidation
wa-carousel-westfield,place-au-wa-westfield-carousel,Canonical centre consolidation
wa-centrepoint,place-au-wa-centrepoint-shopping-centre,Canonical centre consolidation
wa-centro-maddington,place-au-wa-maddington-centro-shopping-centre,Canonical centre consolidation
wa-city-garden,place-au-wa-garden-city-shopping-centre,Canonical centre consolidation
wa-city-joondalup-lakeside-s,place-au-wa-joondalup-lakeside-s-city,Canonical centre consolidation
wa-city-karratha-plaza,place-au-wa-karratha-city-plaza,Canonical centre consolidation
wa-city-kingsway-madeley,place-au-wa-madeley-kingsway-city-shopping-centre,Canonical centre consolidation
wa-city-westfield-whitford,place-au-wa-westfield-whitford-city,Canonical centre consolidation
wa-clarkson-keys-ocean,place-au-wa-clarkson-ocean-keys-shopping-centre,Canonical centre consolidation
wa-cloisters-square,place-au-wa-cloisters-square,Canonical centre consolidation
wa-cockburn-gateway,place-au-wa-cockburn-gateway-shopping-centre,Canonical centre consolidation
wa-dog-swamp,place-au-wa-dog-swamp-shopping-centre,Canonical centre consolidation
wa-duncraig,place-au-wa-duncraig-shopping-centre,Canonical centre consolidation
wa-eaton-fair,place-au-wa-eaton-fair-shopping-centre,Canonical centre consolidation
wa-floor-galleria-ground-morley,place-au-wa-morley-galleria,Canonical centre consolidation
wa-forest-forum-lakes,place-au-wa-forest-lakes-forum,Canonical centre consolidation
wa-forum-leeming,place-au-wa-leeming-shopping-forum,Canonical centre consolidation
wa-forum-mandurah,place-au-wa-mandurah-forum,Canonical centre consolidation
wa-galleria,place-au-wa-morley-galleria,Canonical centre consolidation
wa-galleria-morley,place-au-wa-morley-galleria,Canonical centre consolidation
wa-gate-midland,place-au-wa-midland-gate-shopping-centre,Canonical centre consolidation
wa-gateway-morley,place-au-wa-morley-gateway-shopping-centre,Canonical centre consolidation
wa-gateways,place-au-wa-gateways-shopping-centre,Canonical centre consolidation
wa-green-village-waterford,place-au-wa-waterford-village-green,Canonical centre consolidation
wa-harrisdale-stockland,place-au-wa-harrisdale-stockland-shopping-centre,Canonical centre consolidation
wa-innaloo-westfield,place-au-wa-westfield-innaloo,Canonical centre consolidation
wa-kalgoorlie-woolworths,place-au-wa-kalgoorlie-woolworths-centre,Canonical centre consolidation
wa-karrinyup,place-au-wa-karrinyup-shopping-centre,Canonical centre consolidation
wa-keys-ocean,place-au-wa-clarkson-ocean-keys-shopping-centre,Canonical centre consolidation
wa-kwinana-marketplace,place-au-wa-kwinana-marketplace,Canonical centre consolidation
wa-lakelands,place-au-wa-lakelands-shopping-centre,Canonical centre consolidation
wa-lakeside,place-au-wa-joondalup-lakeside-s-city,Canonical centre consolidation
wa-livingston-marketplace,place-au-wa-livingston-marketplace,Canonical centre consolidation
wa-meadow-springs,place-au-wa-meadow-springs-shopping-centre,Canonical centre consolidation
wa-melville-plaza,place-au-wa-melville-plaza-shopping-centre,Canonical centre consolidation
wa-mirrabooka-square,place-au-wa-mirrabooka-square-shopping-centre,Canonical centre consolidation
wa-murray-st,place-au-wa-murray-st-mall,Canonical centre consolidation
wa-northgate,place-au-wa-northgate-shopping-centre,Canonical centre consolidation
wa-riverton-stockland,place-au-wa-riverton-stockland,Canonical centre consolidation
wa-rockingham,place-au-wa-rockingham-centre,Canonical centre consolidation
wa-village-winthrop,place-au-wa-winthrop-village-shopping-centre,Canonical centre consolidation
wa-warnbro,place-au-wa-warnbro-centre,Canonical centre consolidation
wa-westfield-booragoon,place-au-wa-westfield-booragoon,Canonical centre consolidation
waikato-chartwell,place-nz-waikato-chartwell-shopping-centre,Canonical centre consolidation
waikato-goldfields,place-nz-waikato-goldfields-shopping-centre,Canonical centre consolidation
wellington-and-cnr-cuba-dixon-street,place-nz-wellington-cnr-cuba-mall-and-dixon-street,Canonical centre consolidation
wellington-city-north,place-nz-wellington-north-city-shopping-centre,Canonical centre consolidation
wellington-coastlands,place-nz-wellington-coastlands-shoppingtown,Canonical centre consolidation
wellington-johnsonville,place-nz-wellington-johnsonville-shopping-centre,Canonical centre consolidation
wellington-plaza-the,place-nz-manawatu-whanganui-the-plaza-palmerston-north,Canonical centre consolidation
wellington-queensgate,place-nz-wellington-queensgate-shopping-centre,Canonical centre consolidation
