store_id,retailer,country,state,store_name,place_id,place_name,location_setting,mapping_confidence,evidence_basis,evidence_url,verified_at,previous_venue_id,review_status,usable_for_network
independent-other-optical-osm-au-node-11751506892,Independent / Other optical,Australia,NSW,The Eye Scene,,,Uncertain,Uncertain,Location setting needs consultant review,https://www.openstreetmap.org/node/11751506892,2026-09-01,,Needs review,false
independent-other-optical-osm-au-node-8228920367,Independent / Other optical,Australia,NSW,The Eye-Site,,,Uncertain,Uncertain,Location setting needs consultant review,https://www.openstreetmap.org/node/8228920367,2026-09-01,,Needs review,false
independent-other-optical-osm-au-node-4547827590,Independent / Other optical,Australia,NSW,The Eyecare,,,Uncertain,Uncertain,Location setting needs consultant review,https://www.openstreetmap.org/node/4547827590,2026-09-01,,Needs review,false
independent-other-optical-osm-au-node-11059373801,Independent / Other optical,Australia,NSW,The Optical Co,corridor-au-nsw-nsw-murwillumbah-street,Murwillumbah Street,High Street,Medium,Numbered street address without a corroborated centre match,https://theopticalco.com.au,2026-09-01,,Accepted,false
independent-other-optical-osm-au-node-6461153274,Independent / Other optical,Australia,NSW,The Optical Co,,,Uncertain,Uncertain,Location setting needs consultant review,https://www.openstreetmap.org/node/6461153274,2026-09-01,,Needs review,false
independent-other-optical-osm-au-way-1019628539,Independent / Other optical,Australia,NSW,The Optical Superstore,,,Uncertain,Uncertain,Location setting needs consultant review,https://www.openstreetmap.org/way/1019628539,2026-09-01,,Needs review,false
independent-other-optical-osm-au-node-5421723042,Independent / Other optical,Australia,NSW,View Optometrist,,,Uncertain,Uncertain,Location setting needs consultant review,https://www.openstreetmap.org/node/5421723042,2026-09-01,,Needs review,false
independent-other-optical-osm-au-node-1081203615,Independent / Other optical,Australia,NSW,Viewpoint Optical,corridor-au-nsw-nsw-forest-road,Forest Road,High Street,Medium,Numbered street address without a corroborated centre match,https://viewpoint-optical.com.au,2026-09-01,,Accepted,false
independent-other-optical-osm-au-node-13343526524,Independent / Other optical,Australia,NSW,Young Eyes,,,Uncertain,Uncertain,Location setting needs consultant review,https://www.openstreetmap.org/node/13343526524,2026-09-01,,Needs review,false
independent-other-optical-osm-au-node-3977545466,Independent / Other optical,Australia,NSW,Zoom,,,Uncertain,Uncertain,Location setting needs consultant review,https://www.openstreetmap.org/node/3977545466,2026-09-01,,Needs review,false
independent-other-optical-osm-au-node-3991780847,Independent / Other optical,Australia,NSW,avian eyecare,,,Uncertain,Uncertain,Location setting needs consultant review,https://www.openstreetmap.org/node/3991780847,2026-09-01,,Needs review,false
independent-other-optical-osm-au-node-10930812225,Independent / Other optical,Australia,NSW,icontact,,,Uncertain,Uncertain,Location setting needs consultant review,https://www.openstreetmap.org/node/10930812225,2026-09-01,,Needs review,false
opsm-1017,OPSM,Australia,NSW,OPSM Albury,corridor-au-nsw-albury-dean-street,Dean Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
oscar-wylee-80,Oscar Wylee,Australia,NSW,Albury,corridor-au-nsw-albury-dean-street,Dean Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.oscarwylee.com.au/locations/locations/optometrist-albury.html,2026-09-01,,Accepted,true
specsavers-3465,Specsavers,Australia,NSW,Albury,corridor-au-nsw-albury-dean-street,Dean Street,High Street,High,Official current address is a Dean Street shopfront with no named shopping centre,https://www.specsavers.com.au/stores/albury,2026-09-02,,Accepted,true
opsm-1108,OPSM,Australia,NSW,OPSM Armidale,corridor-au-nsw-armidale-cnr-beardy-jessie-street,Cnr Beardy & Jessie Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3611,Specsavers,Australia,NSW,Armidale,place-au-nsw-armidale-central,Armidale Central,Shopping Centre,High,Official address explicitly names Armidale Central,https://www.specsavers.com.au/stores/armidale,2026-09-02,,Accepted,true
opsm-1175,OPSM,Australia,NSW,OPSM Ashfield,place-au-nsw-ashfield-mall,Ashfield Mall,Shopping Centre,Medium,Store and centre names overlap and coordinates are within 125 m,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3519,Specsavers,Australia,NSW,Ashfield,place-au-nsw-ashfield-mall,Ashfield Mall,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/ashfield,2026-09-01,nsw-ashfield,Accepted,true
independent-other-optical-osm-au-node-12547015064,Independent / Other optical,Australia,NSW,Beckenham Optometrist,corridor-au-nsw-avalon-beach-old-barrenjoey-road,Old Barrenjoey Road,High Street,Medium,Numbered street address without a corroborated centre match,https://www.beckenhamoptometrist.com.au/,2026-09-01,,Accepted,true
independent-other-optical-osm-au-node-12556385824,Independent / Other optical,Australia,NSW,Eyecare Plus Optometrists,corridor-au-nsw-avalon-beach-bowling-green-lane,Bowling Green Lane,High Street,Medium,Numbered street address without a corroborated centre match,https://www.eyecareplus.com.au/avalonbeach/,2026-09-01,,Accepted,true
opsm-2986,OPSM,Australia,NSW,OPSM Balgowlah,place-au-nsw-balgowlah-shopping-centre,Balgowlah Shopping Centre,Shopping Centre,Medium,Store and centre names overlap and coordinates are within 125 m,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3624,Specsavers,Australia,NSW,Balgowlah,place-au-nsw-balgowlah-shopping-centre,Balgowlah Shopping Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/balgowlah,2026-09-01,nsw-balgowlah,Accepted,true
opsm-1259,OPSM,Australia,NSW,OPSM Ballina,corridor-au-nsw-ballina-fox-street,Fox Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3296,Specsavers,Australia,NSW,Ballina,corridor-au-nsw-ballina-river-street,River Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.specsavers.com.au/stores/ballina,2026-09-01,,Accepted,true
bailey-nelson-balmain,Bailey Nelson,Australia,NSW,Bailey Nelson Balmain,corridor-au-nsw-balmain-darling-street,Darling Street,High Street,Medium,Numbered street address without a corroborated centre match,https://baileynelson.com.au/pages/optometrist-balmain,2026-09-01,,Accepted,true
opsm-2984,OPSM,Australia,NSW,OPSM Balmain,corridor-au-nsw-balmain-darling-street,Darling Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
opsm-1178,OPSM,Australia,NSW,Opsm Bankstown,corridor-au-nsw-bankstown-stacey-street,Stacey Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
oscar-wylee-145,Oscar Wylee,Australia,NSW,Bankstown Central,place-au-nsw-bankstown-central,Bankstown Central,Shopping Centre,High,Official store name and address explicitly identify Bankstown Central,https://www.oscarwylee.com.au/locations/locations/optometrist-bankstown.html,2026-09-02,,Accepted,true
specsavers-3383,Specsavers,Australia,NSW,Bankstown Centro Lvl 1,place-au-nsw-bankstown-central,Bankstown Central,Shopping Centre,High,Official address and coordinates match the North Terrace tenancy at Bankstown Central,https://www.specsavers.com.au/stores/bankstown,2026-09-02,,Accepted,true
specsavers-3622,Specsavers,Australia,NSW,Bass Hill,place-au-nsw-bass-hill-plaza,Bass Hill Plaza,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/basshill,2026-09-01,nsw-bass-hill-plaza,Accepted,true
opsm-2990,OPSM,Australia,NSW,OPSM Bateau Bay,place-au-nsw-bateau-bay-square,Bateau Bay Square,Shopping Centre,Medium,Store and centre names overlap and coordinates are within 125 m,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3523,Specsavers,Australia,NSW,Bateau Bay,place-au-nsw-bateau-bay-square,Bateau Bay Square,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/bateaubay,2026-09-01,nsw-bateau-bay-square,Accepted,true
opsm-2995,OPSM,Australia,NSW,OPSM Batemans Bay,corridor-au-nsw-batemans-bay-orient-street,Orient Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3276,Specsavers,Australia,NSW,Batemans Bay,corridor-au-nsw-batemans-bay-orient-street,Orient Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.specsavers.com.au/stores/batemansbay,2026-09-01,,Accepted,true
opsm-1020,OPSM,Australia,NSW,OPSM Bathurst,corridor-au-nsw-bathurst-howick-street,Howick Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3513,Specsavers,Australia,NSW,Bathurst,place-au-nsw-bathurst-city-centre,Bathurst City Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/bathurst,2026-09-01,nsw-bathurst-city,Accepted,true
specsavers-3633,Specsavers,Australia,NSW,Baulkham Hills,place-au-nsw-grove-square,Grove Square,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/baulkhamhills,2026-09-01,nsw-grove-square,Accepted,true
opsm-2943,OPSM,Australia,NSW,Jason Harley Bega by OPSM,corridor-au-nsw-bega-carp-street,Carp Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3589,Specsavers,Australia,NSW,Bega,place-au-nsw-sapphire-marketplace,Sapphire Marketplace,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/bega,2026-09-01,nsw-marketplace-sapphire,Accepted,true
opsm-1462,OPSM,Australia,NSW,OPSM Blacktown,corridor-au-nsw-blacktown-patrick-street,Patrick Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
oscar-wylee-34,Oscar Wylee,Australia,NSW,Westpoint Blacktown,place-au-nsw-westpoint-shopping-centre,Westpoint Shopping Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.oscarwylee.com.au/locations/locations/optometrist-blacktown.html,2026-09-01,nsw-westpoint,Accepted,true
specsavers-3357,Specsavers,Australia,NSW,Blacktown Westpoint S/C,place-au-nsw-westpoint-shopping-centre,Westpoint Shopping Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/blacktown,2026-09-01,nsw-blacktown-westpoint,Accepted,true
bailey-nelson-bondi-beach,Bailey Nelson,Australia,NSW,Bailey Nelson Bondi Beach,corridor-au-nsw-bondi-beach-curlewis-street,Curlewis Street,High Street,Medium,Numbered street address without a corroborated centre match,https://baileynelson.com.au/pages/optometrist-bondi-beach,2026-09-01,,Accepted,true
bailey-nelson-bondi-junction,Bailey Nelson,Australia,NSW,Bailey Nelson Bondi Junction,place-au-nsw-bondi-junction-westfield,Bondi Junction Westfield,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://baileynelson.com.au/pages/optometrist-bondi-junction,2026-09-01,nsw-bondi-junction,Accepted,true
opsm-1103,OPSM,Australia,NSW,OPSM Bondi Junction,place-au-nsw-bondi-junction-westfield,Bondi Junction Westfield,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,nsw-bondi-junction,Accepted,true
specsavers-3606,Specsavers,Australia,NSW,Bondi Junction Eastgate,place-au-nsw-bondi-junction-eastgate,Bondi Junction Eastgate,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/bondieastgate,2026-09-01,nsw-bondi-eastgate-junction,Accepted,true
specsavers-3399,Specsavers,Australia,NSW,Bondi Junction Westfield,place-au-nsw-bondi-junction-westfield,Bondi Junction Westfield,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/bondijunction,2026-09-01,nsw-bondi-junction-westfield,Accepted,true
specsavers-3612,Specsavers,Australia,NSW,Bonnyrigg Plaza,place-au-nsw-bonnyrigg-plaza,Bonnyrigg Plaza,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/bonnyrigg,2026-09-01,nsw-bonnyrigg-plaza,Accepted,true
opsm-1658,OPSM,Australia,NSW,OPSM Bowral,corridor-au-nsw-bowral-bong-bong-street,Bong Bong Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
opsm-7062,OPSM,Australia,NSW,OPSM Broken Hill,corridor-au-nsw-broken-hill-argent-street,Argent Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
bailey-nelson-warringah-mall,Bailey Nelson,Australia,NSW,Bailey Nelson Warringah Mall,place-au-nsw-westfield-warringah-mall,Westfield Warringah Mall,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://baileynelson.com.au/pages/optometrist-warringah-mall,2026-09-01,nsw-warringah,Accepted,true
opsm-1201,OPSM,Australia,NSW,OPSM Warringah Mall,place-au-nsw-westfield-warringah-mall,Westfield Warringah Mall,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,nsw-warringah,Accepted,true
oscar-wylee-7,Oscar Wylee,Australia,NSW,Westfield Warringah Mall,place-au-nsw-westfield-warringah-mall,Westfield Warringah Mall,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.oscarwylee.com.au/locations/locations/optometrist-warringah-mall.html,2026-09-01,nsw-warringah-westfield,Accepted,true
specsavers-3361,Specsavers,Australia,NSW,Warringah Mall S/C,place-au-nsw-westfield-warringah-mall,Westfield Warringah Mall,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/warringah,2026-09-01,nsw-warringah,Accepted,true
opsm-2216,OPSM,Australia,NSW,OPSM Burwood,place-au-nsw-westfield-burwood,Westfield Burwood,Shopping Centre,Medium,Store and centre names overlap and coordinates are within 125 m,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
oscar-wylee-65,Oscar Wylee,Australia,NSW,Westfield Burwood,place-au-nsw-westfield-burwood,Westfield Burwood,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.oscarwylee.com.au/locations/locations/optometrist-burwood.html,2026-09-01,nsw-burwood-westfield,Accepted,true
specsavers-3298,Specsavers,Australia,NSW,Burwood Westfield,place-au-nsw-westfield-burwood,Westfield Burwood,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/burwood,2026-09-01,nsw-burwood-westfield,Accepted,true
bailey-nelson-byron-bay,Bailey Nelson,Australia,NSW,Bailey Nelson Byron Bay,corridor-au-nsw-byron-bay-lawson-street,Lawson Street,High Street,Medium,Numbered street address without a corroborated centre match,https://baileynelson.com.au/pages/optometrist-byron-bay,2026-09-01,,Accepted,true
opsm-2992,OPSM,Australia,NSW,OPSM Byron Bay,corridor-au-nsw-byron-bay-jonson-street,Jonson Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
opsm-1192,OPSM,Australia,NSW,OPSM Macarthur Square,place-au-nsw-macarthur-square,Macarthur Square,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,nsw-macarthur-square,Accepted,true
oscar-wylee-46,Oscar Wylee,Australia,NSW,Macarthur Square,place-au-nsw-macarthur-square,Macarthur Square,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.oscarwylee.com.au/locations/locations/optometrist-macarthur-square.html,2026-09-01,nsw-macarthur-square,Accepted,true
specsavers-3347,Specsavers,Australia,NSW,Campbelltown,corridor-au-nsw-campbelltown-queen-street,Queen Street,High Street,Medium,Numbered street address without a corroborated centre match,https://www.specsavers.com.au/stores/campbelltown,2026-09-01,,Accepted,true
specsavers-3348,Specsavers,Australia,NSW,Macarthur Square,place-au-nsw-macarthur-square,Macarthur Square,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/macarthur,2026-09-01,nsw-macarthur-square,Accepted,true
specsavers-3663,Specsavers,Australia,NSW,Carlingford,place-au-nsw-carlingford-court,Carlingford Court,Shopping Centre,High,Official address explicitly names Carlingford Court,https://www.specsavers.com.au/stores/carlingford,2026-09-02,,Accepted,true
bailey-nelson-castle-towers,Bailey Nelson,Australia,NSW,Bailey Nelson Castle Towers,place-au-nsw-castle-towers,Castle Towers,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://baileynelson.com.au/pages/optometrist-castle-towers,2026-09-01,nsw-castle-towers,Accepted,true
opsm-1321,OPSM,Australia,NSW,OPSM Castle Towers,place-au-nsw-castle-towers,Castle Towers,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,nsw-castle-towers,Accepted,true
oscar-wylee-25,Oscar Wylee,Australia,NSW,Castle Towers,place-au-nsw-castle-towers,Castle Towers,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.oscarwylee.com.au/locations/locations/optometrist-castle-towers.html,2026-09-01,nsw-castle-towers,Accepted,true
specsavers-3405,Specsavers,Australia,NSW,Castle Hill - Castle Towers,place-au-nsw-castle-towers,Castle Towers,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/castlehill,2026-09-01,nsw-castle-towers,Accepted,true
specsavers-3558,Specsavers,Australia,NSW,Casula,place-au-nsw-casula-mall,Casula Mall,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/casula,2026-09-01,nsw-casula,Accepted,true
specsavers-3382,Specsavers,Australia,NSW,Cessnock Plaza S/C,place-au-nsw-cessnock-plaza-shopping-centre,Cessnock Plaza Shopping Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/cessnock,2026-09-01,nsw-cessnock-plaza,Accepted,true
opsm-1219,OPSM,Australia,NSW,OPSM Charlestown,place-au-nsw-charlestown-square,Charlestown Square,Shopping Centre,Medium,Store and centre names overlap and coordinates are within 125 m,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
oscar-wylee-75,Oscar Wylee,Australia,NSW,Charlestown Square,place-au-nsw-charlestown-square,Charlestown Square,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.oscarwylee.com.au/locations/locations/optometrist-charlestown.html,2026-09-01,nsw-charlestown-square,Accepted,true
specsavers-3329,Specsavers,Australia,NSW,Charlestown Square,place-au-nsw-charlestown-square,Charlestown Square,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/charlestown,2026-09-01,nsw-charlestown-square,Accepted,true
bailey-nelson-chatswood,Bailey Nelson,Australia,NSW,Bailey Nelson Chatswood,place-au-nsw-chatswood-westfield,Chatswood Westfield,Shopping Centre,Medium,Store and centre names overlap and coordinates are within 125 m,https://baileynelson.com.au/pages/optometrist-chatswood,2026-09-01,,Accepted,true
opsm-1460,OPSM,Australia,NSW,OPSM Chatswood Westfield,place-au-nsw-chatswood-westfield,Chatswood Westfield,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,nsw-chatswood-westfield,Accepted,true
specsavers-3319,Specsavers,Australia,NSW,Chatswood,place-au-nsw-chatswood-westfield,Chatswood Westfield,Shopping Centre,Medium,Store and centre names overlap and coordinates are within 125 m,https://www.specsavers.com.au/stores/chatswood,2026-09-01,,Accepted,true
specsavers-3659,Specsavers,Australia,NSW,Chatswood Chase,place-au-nsw-chatswood-chase,Chatswood Chase,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/chatswoodchase,2026-09-01,nsw-chase-chatswood,Accepted,true
opsm-1086,OPSM,Australia,NSW,OPSM Cherrybrook,corridor-au-nsw-cherrybrook-shepherds-drive,Shepherds Drive,High Street,Medium,Best-judgement street-address classification; no centre evidence found,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3668,Specsavers,Australia,NSW,Chullora,place-au-nsw-chullora-marketplace,Chullora Marketplace,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/chullora,2026-09-01,nsw-chullora-marketplace,Accepted,true
opsm-1229,OPSM,Australia,NSW,OPSM Coffs Harbour,place-au-nsw-park-beach-plaza,Park Beach Plaza,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,nsw-park-beach-plaza,Accepted,true
specsavers-3339,Specsavers,Australia,NSW,Coffs Harbour - Park Beach,place-au-nsw-park-beach-plaza,Park Beach Plaza,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/coffsparkbeach,2026-09-01,nsw-park-beach-plaza,Accepted,true
specsavers-3301,Specsavers,Australia,NSW,Coffs Harbour City Centre,place-au-nsw-coffs-harbour-city-centre,Coffs Harbour City Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/coffsharbour,2026-09-01,nsw-city-coffs-harbour,Accepted,true
specsavers-3413,Specsavers,Australia,NSW,Corrimal Shopping Centre,place-au-nsw-corrimal-shopping-centre,Corrimal Shopping Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/corrimal,2026-09-01,nsw-corrimal,Accepted,true
opsm-1439,OPSM,Australia,NSW,OPSM Crows Nest,corridor-au-nsw-crows-nest-willoughby-road,Willoughby Road,High Street,Medium,Numbered street address without a corroborated centre match,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
opsm-1133,OPSM,Australia,NSW,OPSM Dapto,place-au-nsw-dapto-mall,Dapto Mall,Shopping Centre,Medium,Store and centre names overlap and coordinates are within 125 m,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3531,Specsavers,Australia,NSW,Dapto,place-au-nsw-dapto-mall,Dapto Mall,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/dapto,2026-09-01,nsw-dapto,Accepted,true
opsm-1205,OPSM,Australia,NSW,OPSM Dee Why,corridor-au-nsw-dee-why-pacific-parade,Pacific Parade,High Street,Medium,Best-judgement street-address classification; no centre evidence found,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
opsm-1227,OPSM,Australia,NSW,OPSM Dubbo,place-au-nsw-dubbo-square,Dubbo Square,Shopping Centre,Medium,Store and centre names overlap and coordinates are within 125 m,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
specsavers-3681,Specsavers,Australia,NSW,Dubbo East,place-au-nsw-orana-mall-marketplace,Orana Mall Marketplace,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/dubbo-east,2026-09-01,nsw-marketplace-orana,Accepted,true
specsavers-3489,Specsavers,Australia,NSW,Dubbo Square,place-au-nsw-dubbo-square,Dubbo Square,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/dubbo,2026-09-01,nsw-dubbo-square,Accepted,true
bailey-nelson-green-hills,Bailey Nelson,Australia,NSW,Bailey Nelson Green Hills,place-au-nsw-stockland-green-hills-shopping-centre,Stockland Green Hills Shopping Centre,Shopping Centre,High,Official centre address matches the Bailey Nelson store at 1 Molly Morgan Drive,https://www.stockland.com.au/shopping-centres/centres/stockland-green-hills,2026-09-01,,Accepted,true
opsm-1403,OPSM,Australia,NSW,OPSM Green Hills,place-au-nsw-stockland-green-hills-shopping-centre,Stockland Green Hills Shopping Centre,Shopping Centre,Medium,Store and centre names overlap and coordinates are within 125 m,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
oscar-wylee-87,Oscar Wylee,Australia,NSW,Green Hills,place-au-nsw-stockland-green-hills-shopping-centre,Stockland Green Hills Shopping Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.oscarwylee.com.au/locations/locations/optometrist-green-hills.html,2026-09-01,nsw-green-hills-stockland,Accepted,true
specsavers-3446,Specsavers,Australia,NSW,East Maitland - Green Hills,place-au-nsw-stockland-green-hills-shopping-centre,Stockland Green Hills Shopping Centre,Shopping Centre,Medium,Store and centre names overlap and coordinates are within 125 m,https://www.specsavers.com.au/stores/eastmaitland,2026-09-01,,Accepted,true
bailey-nelson-eastgardens,Bailey Nelson,Australia,NSW,Bailey Nelson Eastgardens - Now Open,place-au-nsw-westfield-eastgardens,Westfield Eastgardens,Shopping Centre,Medium,Store and centre names overlap and coordinates are within 125 m,https://baileynelson.com.au/pages/optometrist-eastgardens,2026-09-01,,Accepted,true
oscar-wylee-40,Oscar Wylee,Australia,NSW,Westfield Eastgardens,place-au-nsw-westfield-eastgardens,Westfield Eastgardens,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.oscarwylee.com.au/locations/locations/optometrist-eastgardens.html,2026-09-01,nsw-eastgardens-westfield,Accepted,true
specsavers-3355,Specsavers,Australia,NSW,Eastgardens Westfield,place-au-nsw-westfield-eastgardens,Westfield Eastgardens,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/eastgardens,2026-09-01,nsw-eastgardens-westfield,Accepted,true
bailey-nelson-erina-fair,Bailey Nelson,Australia,NSW,Bailey Nelson Erina Fair,place-au-nsw-erina-fair,Erina Fair,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://baileynelson.com.au/pages/optometrist-erina-fair,2026-09-01,nsw-erina-fair,Accepted,true
opsm-1416,OPSM,Australia,NSW,OPSM Erina,place-au-nsw-erina-fair,Erina Fair,Shopping Centre,Medium,Store and centre names overlap and coordinates are within 125 m,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
oscar-wylee-16,Oscar Wylee,Australia,NSW,Erina Fair,place-au-nsw-erina-fair,Erina Fair,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.oscarwylee.com.au/locations/locations/optometrist-erina-fair.html,2026-09-01,nsw-erina-fair,Accepted,true
specsavers-3331,Specsavers,Australia,NSW,Erina Fair,place-au-nsw-erina-fair,Erina Fair,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/erina,2026-09-01,nsw-erina-fair,Accepted,true
specsavers-3468,Specsavers,Australia,NSW,Fairfield - Neeta City S/C,place-au-nsw-neeta-city-shopping-centre,Neeta City Shopping Centre,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/fairfield,2026-09-01,nsw-city-neeta,Accepted,true
specsavers-3685,Specsavers,Australia,NSW,Figtree,place-au-nsw-figtree-grove-shopping-centre,Figtree Grove,Shopping Centre,High,Canonicalised from the store's named retail-place evidence,https://www.specsavers.com.au/stores/figtree,2026-09-01,nsw-figtree-grove,Accepted,true
opsm-1350,OPSM,Australia,NSW,OPSM Forster,place-au-nsw-forster-stockland,Stockland Forster,Shopping Centre,Medium,Store and centre names overlap and coordinates are within 125 m,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01,,Accepted,true
