id,name,status,country,state,city,postal_code,full_address,phone,latitude,longitude,official_url,website_url,instagram_url,facebook_url,directory_url,services,audiology,source_url,source_confidence
osm-au-node-13315387402,Eyemedics,Mapped,Australia,SA,,5162,"279 Main South Road, 5162, Australia",,-35.1125379,138.5220285,https://eyemedics.com.au/,https://eyemedics.com.au/,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/13315387402,Community-mapped
osm-au-node-2402171927,Ken Chenery,Mapped,Australia,SA,,,"66 a, Australia",,-34.9236835,138.6020334,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/2402171927,Community-mapped
osm-au-node-5977220533,National Pharmacies Optical,Mapped,Australia,SA,,,Australia,,-35.0204536,138.616705,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/5977220533,Community-mapped
osm-au-node-8783937933,National Pharmacies Optical,Mapped,Australia,SA,,,Australia,,-34.9213578,138.6348318,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/8783937933,Community-mapped
osm-au-node-6389827386,Opt Shop,Mapped,Australia,SA,,,"155 Rundle Mall, Australia",,-34.9228148,138.6052741,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/6389827386,Community-mapped
osm-au-node-11103983492,Optical Superstore,Mapped,Australia,SA,,,Australia,,-34.9632672,138.5730914,https://opticalsuperstore.com.au/,https://opticalsuperstore.com.au/,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/11103983492,Community-mapped
osm-au-node-13174858453,Optical Superstore,Mapped,Australia,SA,,,Australia,,-34.9316107,138.5617437,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/13174858453,Community-mapped
osm-au-node-13189720700,Optical Superstore,Mapped,Australia,SA,,5086,"5086, Australia",+61 8 8261 2711,-34.8554983,138.6550234,https://opticalsuperstore.com.au/,https://opticalsuperstore.com.au/,,https://www.facebook.com/OpticalSuperstore/,,Optical / optician listing,false,https://www.openstreetmap.org/node/13189720700,Community-mapped
osm-au-node-13253287112,Optical Superstore,Mapped,Australia,SA,,,Australia,,-34.830364,138.6480254,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/13253287112,Community-mapped
osm-au-node-4744133082,Port Adelaide Eyewear,Mapped,Australia,SA,,,Australia,,-34.8449717,138.5044317,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/4744133082,Community-mapped
osm-au-way-320606401,Riverland Optical,Mapped,Australia,SA,,,"19 East Terrace, Australia",+61 8 8584 5131,-34.4516536,140.5697924,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/320606401,Community-mapped
osm-au-node-4837914521,The Optical Superstore,Mapped,Australia,SA,,,Australia,,-35.0179889,138.5466883,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/4837914521,Community-mapped
osm-au-node-7571950286,Thomas & Mackay,Mapped,Australia,SA,,,"194 The Parade, Australia",,-34.9212803,138.6363504,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/7571950286,Community-mapped
osm-au-node-4671719161,Thomas & Mackay Optometrists,Mapped,Australia,SA,,,Australia,,-35.0154136,138.7357668,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/4671719161,Community-mapped
osm-au-node-8019782385,JM Optical,Mapped,Australia,SA,Jamestown,5491,"82 Ayr Street, Jamestown, 5491, Australia",,-33.2050922,138.6038582,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/8019782385,Community-mapped
osm-au-node-2415680869,Optometrists on O'Connell,Mapped,Australia,SA,North Adelaide,5006,"27 O'Connell Street, North Adelaide, 5006, Australia",,-34.9083352,138.5965148,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/2415680869,Community-mapped
osm-au-node-949241785,See Optometry,Mapped,Australia,SA,Victor Harbor,5211,"157 Hindmarsh Road, Victor Harbor, 5211, Australia",+61 8 8552 9055,-35.5502539,138.6238155,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/949241785,Community-mapped
osm-au-node-12319412167,Bupa,Mapped,Australia,TAS,,,Australia,,-42.8823153,147.3262385,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/12319412167,Community-mapped
osm-au-node-10657322959,Bupa Optical,Mapped,Australia,TAS,,,Australia,,-42.8822524,147.3263596,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/10657322959,Community-mapped
osm-au-node-2597738483,Davis Eye Care,Mapped,Australia,TAS,,,Australia,,-41.1601507,146.5405804,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/2597738483,Community-mapped
osm-au-node-9988342653,Davis Eyecare,Mapped,Australia,TAS,,,Australia,,-41.180158,146.3614967,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/9988342653,Community-mapped
osm-au-node-1808405751,Eyelines,Mapped,Australia,TAS,,,Australia,,-41.3645699,147.0428287,https://www.eyelines.com.au/,https://www.eyelines.com.au/,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/1808405751,Community-mapped
osm-au-node-2678282621,Eyelines,Mapped,Australia,TAS,,,Australia,,-41.0521419,145.9052447,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/2678282621,Community-mapped
osm-au-node-9882917847,Optometry Tasmania,Mapped,Australia,TAS,,,Australia,,-42.8986159,147.3294074,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/9882917847,Community-mapped
osm-au-node-2376749009,Optomeyes,Mapped,Australia,TAS,,,Australia,,-42.8958234,147.3285659,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/2376749009,Community-mapped
osm-au-node-3148788170,Optomeyes,Mapped,Australia,TAS,,,Australia,,-40.9900644,145.7254755,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/3148788170,Community-mapped
osm-au-node-3919500461,Total Eyecare,Mapped,Australia,TAS,,,Australia,,-42.7811602,147.0617806,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/3919500461,Community-mapped
osm-au-node-4613613189,Total Eyecare,Mapped,Australia,TAS,,,Australia,,-42.8828832,147.3297125,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/4613613189,Community-mapped
osm-au-node-2746896734,Chris Dobson Optometrist,Mapped,Australia,TAS,Burnie,7320,"29 Wilmot Street, Burnie, 7320, Australia",+61 3 6431 3422,-41.0510045,145.9058352,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/2746896734,Community-mapped
osm-au-node-9983421754,Eyelines,Mapped,Australia,TAS,Devonport,7310,"Rooke Street, Devonport, 7310, Australia",,-41.1794864,146.3604964,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/9983421754,Community-mapped
osm-au-node-2365319231,Total Eyecare Optometrists,Mapped,Australia,TAS,Sandy Bay,7005,"9 Magnet Court, Sandy Bay, 7005, Australia",+61 3 6223 5940,-42.8948109,147.3276045,https://totaleyecare.com.au/,https://totaleyecare.com.au/,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/2365319231,Community-mapped
osm-au-node-6057522187,Ian Liley Optometrist,Mapped,Australia,TAS,Ulverstone,7315,"32 King Edward Street, Ulverstone, 7315, Australia",,-41.1566572,146.1717468,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/6057522187,Community-mapped
osm-au-node-12121721359,1001 Optical,Mapped,Australia,VIC,,,Australia,,-37.8196033,145.1208408,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/12121721359,Community-mapped
osm-au-node-10774441654,Akers Eyewear,Mapped,Australia,VIC,,,"19 Murray Street, Australia",,-38.6051338,145.5902248,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/10774441654,Community-mapped
osm-au-node-4066348933,Amca,Mapped,Australia,VIC,,,Australia,,-37.837465,145.1107427,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/4066348933,Community-mapped
osm-au-node-6457257749,Blue Frog Optics,Mapped,Australia,VIC,,,Australia,,-34.1841549,142.1618395,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/6457257749,Community-mapped
osm-au-node-2310667483,Bollé Factory Outlet,Mapped,Australia,VIC,,,"172 Wellington Street, Australia",,-37.8032684,144.9868245,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/2310667483,Community-mapped
osm-au-node-5152973323,Boroondara Eye Care,Mapped,Australia,VIC,,,Australia,,-37.7921923,145.0930959,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/5152973323,Community-mapped
osm-au-way-1031903263,Brighton Eyewear,Mapped,Australia,VIC,,,"49 Church Street, Australia",+61 3 9592 4267,-37.9136739,144.9943682,,,,https://facebook.com/brightoneyewear,,Optical / optician listing,false,https://www.openstreetmap.org/way/1031903263,Community-mapped
osm-au-way-1550521169,Bulleen Eyecare,Mapped,Australia,VIC,,,Australia,,-37.7658978,145.0918238,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/1550521169,Community-mapped
osm-au-node-3953229690,Campbellfield Eyecare,Mapped,Australia,VIC,,,"Shop 1B1 Hume Highway, Australia",+61 3 9357 4428,-37.6875166,144.9594299,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/3953229690,Community-mapped
osm-au-node-11145701652,Care4eyes,Mapped,Australia,VIC,,,"44 Jackson Court, Australia",+61 3 9848 2766,-37.7888524,145.1493893,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/11145701652,Community-mapped
osm-au-way-771544870,Carlton Eyecare Consultants,Mapped,Australia,VIC,,3054,"761 Nicholson Street, 3054, Australia",,-37.7814719,144.9775973,https://carltoneyecare.com.au/,https://carltoneyecare.com.au/,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/771544870,Community-mapped
osm-au-node-4060966864,Collin & kirk,Mapped,Australia,VIC,,,Australia,,-37.7423645,145.0655454,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/4060966864,Community-mapped
osm-au-node-12418114627,Complete Optical,Mapped,Australia,VIC,,,"325 Manningham Road, Australia",,-37.7732982,145.1127807,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/12418114627,Community-mapped
osm-au-way-637166859,Cranbourne Vision Care,Mapped,Australia,VIC,,,"111 High Street, Australia",,-38.1101879,145.282986,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/637166859,Community-mapped
osm-au-node-5203746943,Crystal Eyecare,Mapped,Australia,VIC,,,Australia,,-37.9513399,145.1512461,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/5203746943,Community-mapped
osm-au-way-148877743,Darryl Wilson & Associates,Mapped,Australia,VIC,,3355,"1201B Howitt Street, 3355, Australia",+61 3 5339 4561,-37.5404695,143.8307864,https://www.darrylwilson.com.au/,https://www.darrylwilson.com.au/,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/148877743,Community-mapped
osm-au-node-493891538,Donvale Optical,Mapped,Australia,VIC,,,Australia,+61 3 9842 8442,-37.7919663,145.1700793,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/493891538,Community-mapped
osm-au-node-5402564830,Dream Eyes,Mapped,Australia,VIC,,,"F13, Australia",,-37.9506545,145.1507984,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/5402564830,Community-mapped
osm-au-node-1077951944,Dresden Optics,Mapped,Australia,VIC,,,"225 Smith Street, Australia",+61 3 9417 0527,-37.8024607,144.9834796,https://dresden.com.au/,https://dresden.com.au/,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/1077951944,Community-mapped
osm-au-node-10814212741,Eltham Eyecare,Mapped,Australia,VIC,,,Australia,+61 3 9439 1311,-37.7142819,145.1488002,https://www.elthameyecare.com.au/,https://www.elthameyecare.com.au/,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/10814212741,Community-mapped
osm-au-node-10814212736,Eltham Optical,Mapped,Australia,VIC,,,Australia,,-37.7140522,145.1487028,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/10814212736,Community-mapped
osm-au-node-5341866324,Evergreen Optical,Mapped,Australia,VIC,,,Australia,,-37.8843847,145.0585292,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/5341866324,Community-mapped
osm-au-way-636860762,Eye & I,Mapped,Australia,VIC,,,"102 Nicholson Street, Australia",,-37.8003511,144.8991381,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/636860762,Community-mapped
osm-au-way-631561723,Eye Dentity,Mapped,Australia,VIC,,,"80B Koornang Road, Australia",,-37.8871944,145.0577162,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/631561723,Community-mapped
osm-au-way-865564237,Eye Gallery,Mapped,Australia,VIC,,,"20 Malop Street, Australia",+61 3 5222 1260,-38.1470166,144.3591594,https://eyegallery.net.au,https://eyegallery.net.au,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/865564237,Community-mapped
osm-au-node-5999588645,Eye Max Optical,Mapped,Australia,VIC,,,"125 Hopkins Street, Australia",,-37.8000066,144.9007029,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/5999588645,Community-mapped
osm-au-way-537154052,Eye Society,Mapped,Australia,VIC,,,"365, Australia",,-37.9528383,145.1524449,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/537154052,Community-mapped
osm-au-node-4041199624,EyeCare Plus,Mapped,Australia,VIC,,,"37A Buckingham Avenue, Australia",,-37.950875,145.1513297,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/4041199624,Community-mapped
osm-au-node-10705975016,Eyecare Plus,Mapped,Australia,VIC,,3068,"302 Queens Parade, 3068, Australia",,-37.7887699,144.9897716,https://www.eyecareplus.com.au/,https://www.eyecareplus.com.au/,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/10705975016,Community-mapped
osm-au-node-4066348932,Eyecare Plus,Mapped,Australia,VIC,,,Australia,,-37.9674419,145.0739169,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/4066348932,Community-mapped
osm-au-node-6065622279,Eyecare Plus,Mapped,Australia,VIC,,,Australia,,-37.8990355,145.0916084,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/6065622279,Community-mapped
osm-au-node-5242024739,Eyeline Optical,Mapped,Australia,VIC,,,Australia,,-37.9269261,145.1191581,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/5242024739,Community-mapped
osm-au-node-1292397868,Eyes On,Mapped,Australia,VIC,,,Australia,,-37.8141059,144.960091,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/1292397868,Community-mapped
osm-au-node-6699795803,Eyes On,Mapped,Australia,VIC,,,Australia,,-37.8198425,144.9432301,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/6699795803,Community-mapped
osm-au-way-1031541532,Eyes On Brighton,Mapped,Australia,VIC,,,"37 Church Street, Australia",,-37.9132792,144.9940969,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/1031541532,Community-mapped
osm-au-way-992371055,Eyes and Optics,Mapped,Australia,VIC,,,"55 Graham Street, Australia",,-38.60607,145.5941891,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/992371055,Community-mapped
osm-au-node-1055773701,Eyescan Toorak,Mapped,Australia,VIC,,,Australia,,-37.840985,145.008853,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/1055773701,Community-mapped
osm-au-node-678347804,Eyetech Optometrists,Mapped,Australia,VIC,,,"81-85 Grattan Street, Australia",+61 3 9349 3919,-37.8008779,144.9665114,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/678347804,Community-mapped
osm-au-way-266738149,Eyewear on Pako,Mapped,Australia,VIC,,,"128-134 Pakington Street, Australia",+61 3 5222 5353,-38.13942,144.348843,https://eyewearonpako.com.au,https://eyewearonpako.com.au,,https://facebook.com/EyewearOnPako,,Optical / optician listing,false,https://www.openstreetmap.org/way/266738149,Community-mapped
osm-au-node-11699205333,Eyeworks Castlemaine,Mapped,Australia,VIC,,,Australia,,-37.06383,144.2169119,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/11699205333,Community-mapped
osm-au-way-150873536,Fairbanks Eye Gallery,Mapped,Australia,VIC,,3350,"917A Sturt Street, 3350, Australia",+61 3 5333 1133,-37.5611019,143.8465665,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/150873536,Community-mapped
osm-au-node-6033561738,Felix Optometrist,Mapped,Australia,VIC,,,Australia,,-37.7980203,144.9001113,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/6033561738,Community-mapped
osm-au-node-7202507522,Fitzroy North Eye Centre,Mapped,Australia,VIC,,,"798 Nicholson Street, Australia",+61 3 9481 3381,-37.7807027,144.9782306,https://fitzroynortheyecentre.com.au/,https://fitzroynortheyecentre.com.au/,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/7202507522,Community-mapped
osm-au-node-10711723865,GMHBA Health Insurance & Eye Care,Mapped,Australia,VIC,,,Australia,,-38.1475037,144.3640014,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/10711723865,Community-mapped
osm-au-node-13592054475,George & Matilda,Mapped,Australia,VIC,,,"75 Vincent Street, Australia",,-37.34309,144.1426424,https://georgeandmatilda.com.au/stores/optometrist-daylesford-vic/,https://georgeandmatilda.com.au/stores/optometrist-daylesford-vic/,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/13592054475,Community-mapped
osm-au-node-1391960501,Glenn Howell Optometrist,Mapped,Australia,VIC,,,"85-87 Gray Street, Australia",+61 3 5572 2185,-37.7438564,142.0227471,https://www.glennhowell.com.au/,https://www.glennhowell.com.au/,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/1391960501,Community-mapped
osm-au-node-13794345661,Henderson Optical,Mapped,Australia,VIC,,,Australia,,-37.8126108,144.9630516,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/13794345661,Community-mapped
osm-au-node-4064596156,Ivanhoe Optical,Mapped,Australia,VIC,,,Australia,,-37.7683315,145.0427118,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/4064596156,Community-mapped
osm-au-node-13451811746,J F Optical,Mapped,Australia,VIC,,,Australia,,-37.8736227,145.0246518,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/13451811746,Community-mapped
osm-au-node-4249862349,JD Wilson Optometrist,Mapped,Australia,VIC,,,"1206 Burwood Highway, Australia",+61 3 9753 6117,-37.8936657,145.3090637,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/4249862349,Community-mapped
osm-au-node-12708385217,Kerang Optical,Mapped,Australia,VIC,,,Australia,,-35.7333529,143.9205168,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/12708385217,Community-mapped
osm-au-node-4437613792,Kevin Paisley,Mapped,Australia,VIC,,3350,"101 Sturt Street, 3350, Australia",+61 3 5331 6487,-37.5624089,143.8589618,http://www.kevinpaisleyfashioneyewear.com.au/,http://www.kevinpaisleyfashioneyewear.com.au/,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/4437613792,Community-mapped
osm-au-node-2722788714,Kevin Paisley Optometrist,Mapped,Australia,VIC,,,Australia,+61 3 5221 7111,-38.1374523,144.3486958,https://kevinpaisley.com.au,https://kevinpaisley.com.au,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/2722788714,Community-mapped
osm-au-node-11388464351,Kevin Paisley Optometrists,Mapped,Australia,VIC,,,Australia,,-38.1991992,144.3194608,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/11388464351,Community-mapped
osm-au-node-11247726506,Kevin Paisley Optometrists Geelong,Mapped,Australia,VIC,,,Australia,+61 3 5229 7144,-38.1505413,144.3646172,https://kevinpaisley.com.au/geelong,https://kevinpaisley.com.au/geelong,,https://facebook.com/kevinpaisleygeelong,,Optical / optician listing,false,https://www.openstreetmap.org/node/11247726506,Community-mapped
osm-au-node-635642145,Kingsway Optical,Mapped,Australia,VIC,,,Australia,,-37.8804989,145.163264,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/635642145,Community-mapped
osm-au-node-12260964886,L & F eyecare,Mapped,Australia,VIC,,,Australia,,-38.1763822,146.2652319,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/12260964886,Community-mapped
osm-au-way-151049106,Lake Eyewear,Mapped,Australia,VIC,,3355,"1217 Howitt Street, 3355, Australia",+61 3 5338 2708,-37.5403196,143.8290857,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/151049106,Community-mapped
osm-au-node-12133147777,Lenswap,Mapped,Australia,VIC,,,Australia,,-37.8447071,144.994403,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/12133147777,Community-mapped
osm-au-node-6018880082,Love Optical,Mapped,Australia,VIC,,,"303 Huntingdale Road, Australia",,-37.9100798,145.1035148,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/6018880082,Community-mapped
osm-au-node-6004987383,M&M Optix,Mapped,Australia,VIC,,,Australia,,-37.7996466,144.8997612,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/6004987383,Community-mapped
osm-au-node-2322537658,Melbourne Optical Centre,Mapped,Australia,VIC,,,"259 Elizabeth Street, Australia",,-37.812611,144.9622022,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/2322537658,Community-mapped
osm-au-node-3761152258,Merringtons Optometrists,Mapped,Australia,VIC,,,Australia,,-37.769197,145.000375,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/3761152258,Community-mapped
osm-au-node-6457257754,Mildura Optical,Mapped,Australia,VIC,,,Australia,,-34.1857672,142.1592992,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/6457257754,Community-mapped
osm-au-way-643816858,Millennium Optical,Mapped,Australia,VIC,,3196,"250A Nepean Highway, 3196, Australia",,-38.0375951,145.1076154,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/643816858,Community-mapped
osm-au-node-5298765143,Modern Eyecare,Mapped,Australia,VIC,,,Australia,,-37.9496783,145.1516571,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/5298765143,Community-mapped
osm-au-node-3416932972,Monash Eyecare,Mapped,Australia,VIC,,,Australia,,-37.9115865,145.1326612,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/3416932972,Community-mapped
osm-au-way-1343917840,Mornington Specialist Eye Clinic,Mapped,Australia,VIC,,,"94 Tanti Avenue, Australia",,-38.2223247,145.0455496,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/1343917840,Community-mapped
osm-au-node-12483858291,Mujosh,Mapped,Australia,VIC,,,Australia,,-37.8104958,144.9655499,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/12483858291,Community-mapped
osm-au-way-616285448,Myspecs,Mapped,Australia,VIC,,,"259 Hampshire Road, Australia",,-37.7841859,144.8318189,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/616285448,Community-mapped
osm-au-way-834134252,New Vision Eyewear,Mapped,Australia,VIC,,,"166 Malop Street, Australia",+61 3 5222 4042,-38.1487872,144.3647345,https://newvisioneyewear.com.au,https://newvisioneyewear.com.au,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/834134252,Community-mapped
osm-au-way-266792569,New Vision Eyewear Lara,Mapped,Australia,VIC,,,"10 The Centreway, Australia",+61 3 5282 4422,-38.0228735,144.4076735,https://newvisioneyewear.com.au/home,https://newvisioneyewear.com.au/home,,https://facebook.com/NewVisionLara,,Optical / optician listing,false,https://www.openstreetmap.org/way/266792569,Community-mapped
osm-au-node-5213706373,Nghệ Quang,Mapped,Australia,VIC,,,Australia,,-37.9516109,145.1513431,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/5213706373,Community-mapped
osm-au-way-538981057,Noble Optical,Mapped,Australia,VIC,,,"1A Leonard Avenue, Australia",,-37.9676951,145.1763027,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/538981057,Community-mapped
osm-au-node-11005509356,Northcote Optical,Mapped,Australia,VIC,,3070,"276 High Street, 3070, Australia",,-37.7722509,144.9985685,https://northcoteoptical.com.au/,https://northcoteoptical.com.au/,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/11005509356,Community-mapped
osm-au-way-1155178989,O'Donnell Optical,Mapped,Australia,VIC,,,"74 Chapel Street, Australia",+61 3 5952 5771,-38.4500668,145.2378139,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/1155178989,Community-mapped
osm-au-node-1789722880,Oakleigh Eye Centre,Mapped,Australia,VIC,,,"135 Warrigal Road, Australia",+61 3 9568 7706,-37.903883,145.0859521,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/1789722880,Community-mapped
osm-au-node-2296927160,Optical Royale Optometrist,Mapped,Australia,VIC,,,Australia,,-37.889866,145.042654,https://www.opticalroyale.com.au,https://www.opticalroyale.com.au,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/2296927160,Community-mapped
osm-au-node-3403667607,Optometrist,Mapped,Australia,VIC,,,Australia,,-37.6893754,144.9608007,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/3403667607,Community-mapped
osm-au-node-4041048209,Optometrist,Mapped,Australia,VIC,,,Australia,,-37.9494928,145.152215,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/4041048209,Community-mapped
osm-au-node-5227802671,Optometrist,Mapped,Australia,VIC,,,Australia,,-37.9872508,145.2163583,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/5227802671,Community-mapped
osm-au-way-641539883,Optometrist,Mapped,Australia,VIC,,,"698 Centre Road, Australia",,-37.9210882,145.0573931,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/641539883,Community-mapped
osm-au-way-638735468,Ottica,Mapped,Australia,VIC,,,"283 Huntingdale Road, Australia",,-37.9094846,145.1035644,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/638735468,Community-mapped
osm-au-way-1235646811,Otway Optical,Mapped,Australia,VIC,,,"143 Murray Street, Australia",+61 3 5231 4075,-38.3394464,143.5861047,https://otwayoptical.com.au,https://otwayoptical.com.au,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/1235646811,Community-mapped
osm-au-node-12747696201,OzScopes,Mapped,Australia,VIC,,,"21 Research Drive, Australia",,-37.8169293,145.2917876,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/12747696201,Community-mapped
osm-au-node-6017200175,Preston Eye Care,Mapped,Australia,VIC,,,"354 High Street, Australia",,-37.7394291,145.003918,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/6017200175,Community-mapped
osm-au-node-5217624029,Russo,Mapped,Australia,VIC,,,Australia,,-37.9900302,145.2141973,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/5217624029,Community-mapped
osm-au-node-584400749,South Melbourne Optical,Mapped,Australia,VIC,,,"344 Clarendon Street, Australia",,-37.8347122,144.9611379,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/584400749,Community-mapped
osm-au-node-11404319140,Specs,Mapped,Australia,VIC,,,"282A High Street, Australia",,-37.7718568,144.9986538,https://www.specsoptical.com.au/,https://www.specsoptical.com.au/,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/11404319140,Community-mapped
osm-au-node-6059974385,Spectacle Warehouse,Mapped,Australia,VIC,,,Australia,,-38.1434467,145.1234865,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/6059974385,Community-mapped
osm-au-way-151241624,Sturt Optical,Mapped,Australia,VIC,,3350,"731 Sturt Street, 3350, Australia",+61 3 5332 4800,-37.5614073,143.8493036,https://www.sturtoptical.com/,https://www.sturtoptical.com/,,,,Optical / optician listing,false,https://www.openstreetmap.org/way/151241624,Community-mapped
osm-au-node-10222713631,The Spectacle Site,Mapped,Australia,VIC,,,Australia,,-37.9281374,145.2523666,,,,,,Optical / optician listing,false,https://www.openstreetmap.org/node/10222713631,Community-mapped
